## source: http://pathways.mcdb.ucla.edu/algal/id_conversion.html
JGI_v5.3.1_ID	JGI_v5.5_ID
g10235	N/A
Cre09.g388000	Cre09.g388000.t1.2
Cre09.g413950	Cre09.g413950.t1.1
g10077	Cre09.g406448.t1.1
Cre09.g396000	Cre09.g396000.t1.2
g9871	Cre09.g397697.t1.1
Cre09.g398250	Cre09.g398250.t1.1
Cre09.g407700	Cre09.g407700.t1.2
g9614	Cre09.g388467.t1.1
Cre09.g393400	Cre09.g393400.t1.2
Cre09.g406300	Cre09.g406300.t1.2
g9260	N/A
Cre09.g400450	Cre09.g400450.t1.1, Cre09.g400450.t3.1, Cre09.g400450.t2.1
g9260	N/A
g10264	Cre09.g414482.t1.1
g9587	Cre09.g387467.t1.1
g9773	Cre09.g394102.t1.1
g9602	Cre09.g387986.t1.1, Cre09.g387986.t2.1
g9602	Cre09.g387986.t1.1, Cre09.g387986.t2.1
g9087	Cre09.g386125.t1.1
Cre09.g417350	Cre09.g417350.t1.1
g10008	Cre09.g402071.t1.1
Cre09.g405500	Cre09.g405500.t1.1
g9792	Cre09.g394806.t1.1
g9604	Cre09.g388097.t1.1
Cre09.g407950	Cre09.g407950.t1.2
Cre09.g387000	Cre09.g387000.t1.2
g9625	Cre09.g388838.t1.1
Cre09.g388700	Cre09.g388700.t1.1
g9279	Cre09.g399915.t1.1
g9873	Cre09.g397771.t1.1
g9702	Cre09.g391689.t1.1
g9648	Cre09.g389689.t1.1
Cre09.g404100	Cre09.g404100.t1.2
g9688	Cre09.g391171.t1.1
g9729	Cre09.g392616.t1.1
g9984	Cre09.g401182.t1.1
Cre09.g402150	Cre09.g402150.t1.1
Cre09.g389650	Cre09.g389650.t1.1
g9449	Cre09.g392105.t1.2
g9670	Cre09.g390504.t1.1
Cre09.g405800	Cre09.g405800.t1.2
Cre09.g389100	Cre09.g389100.t1.2
g9097	Cre09.g386173.t1.1
Cre09.g407150	Cre09.g407150.t1.1
g9807	Cre09.g395362.t1.1
g9789	Cre09.g394695.t1.1
g9853	Cre09.g397031.t1.1
Cre09.g409650	Cre09.g409650.t1.2
g9968	Cre09.g400627.t1.1
g9810	Cre09.g395473.t1.1
Cre09.g415300	Cre09.g415300.t1.1
Cre09.g407373	Cre09.g407373.t1.2
Cre09.g408300	Cre09.g408300.t1.2
g9657	Cre09.g390023.t1.1
Cre09.g410050	Cre09.g410050.t1.2
Cre09.g405200	Cre09.g405200.t1.2
g9144	Cre09.g392867.t1.1
g9918	Cre09.g399402.t1.1, Cre09.g399402.t2.1
g9918	Cre09.g399402.t1.1, Cre09.g399402.t2.1
Cre09.g400100	Cre09.g400100.t1.1
g9848	Cre09.g396846.t1.1
g9925	Cre09.g399663.t1.1, Cre09.g399663.t2.1
g9925	Cre09.g399663.t1.1, Cre09.g399663.t2.1
g9576	Cre09.g387060.t1.1
g10034	Cre09.g403034.t1.1
Cre09.g395550	Cre09.g395550.t1.1
Cre09.g399572	Cre09.g399601.t1.1
Cre09.g402100	Cre09.g402100.t1.2
g9861	Cre09.g397327.t1.1
Cre09.g389350	Cre09.g389350.t1.1
Cre09.g409200	Cre09.g409200.t1.2
g9637	Cre09.g389282.t1.1
Cre09.g413400	Cre09.g413400.t1.1
Cre09.g402500	Cre09.g402500.t1.2
g9163	Cre09.g404700.t1.1
Cre09.g407050	Cre09.g407050.t1.2
g9650	Cre09.g389763.t1.1
g10018	Cre09.g402441.t1.1
g10012	Cre09.g402219.t1.1, Cre09.g402219.t2.1
g10012	Cre09.g402219.t1.1, Cre09.g402219.t2.1
g9139	Cre09.g386757.t1.1
g9135	Cre09.g386753.t1.1
Cre09.g399000	Cre09.g399000.t1.1
Cre09.g395950	Cre09.g395950.t1.2
g9912	Cre09.g399178.t1.1
Cre09.g397350	Cre09.g397350.t1.1
Cre09.g402750	Cre09.g402750.t1.2
Cre09.g387700	Cre09.g387700.t1.2
g9620	Cre09.g388689.t1.1
g9877	Cre09.g397919.t1.1
g10206	Cre09.g412201.t2.1, Cre09.g412201.t1.1
g10206	Cre09.g412201.t2.1, Cre09.g412201.t1.1
g9377	Cre09.g395646.t1.2
Cre09.g409750	Cre09.g409750.t1.1
g9599	Cre09.g387912.t1.1
g10036	Cre09.g403108.t1.1
g9150	Cre09.g405105.t1.1
Cre09.g401800	Cre09.g401800.t1.1
Cre09.g395100	Cre09.g395100.t1.2
Cre09.g412750	Cre09.g412750.t1.2
Cre09.g390750	Cre09.g390750.t1.1
Cre09.g413450	Cre09.g413425.t1.1
Cre09.g397400	Cre09.g397400.t1.2
Cre09.g411050	Cre09.g411050.t1.1
g10029	Cre09.g402849.t1.1
Cre09.g397050	Cre09.g397050.t1.1
g9881	Cre09.g398067.t1.1
g9344	Cre09.g397052.t1.1
g9900	Cre09.g398734.t1.1
g9788	Cre09.g394658.t1.1
g9090	Cre09.g386137.t1.1
Cre09.g409550	Cre09.g409550.t1.1
Cre09.g409500	Cre09.g409500.t1.2
Cre09.g404950	Cre09.g404950.t1.2
g9907	Cre09.g398993.t1.1
g9847	Cre09.g396809.t1.1
g18329	Cre30.g758197.t1.1
g18332	Cre30.g758297.t1.1
g18324	Cre30.g757997.t1.1
g18330	Cre30.g758247.t1.1
g18328	Cre30.g758147.t1.1
g18327	Cre30.g758097.t1.1
g18326	Cre30.g758047.t1.1
g18335	Cre31.g758447.t1.1
g18334	Cre31.g758347.t1.1
g18337	Cre31.g758497.t1.1
g18333	Cre31.g758397.t1.1
g18383	Cre40.g760247.t1.1
g18380	Cre40.g760147.t1.1
g18382	Cre40.g760197.t1.1
g18362	Cre35.g759447.t1.1
g18360	Cre35.g759347.t1.1
g18361	Cre35.g759397.t1.1
g18358	Cre35.g759297.t1.1
g18363	Cre35.g759497.t1.1
g18357	Cre35.g759247.t1.1
g18345	Cre33.g758847.t1.1
g18348	Cre33.g758997.t1.1
g18346	Cre33.g758897.t2.1, Cre33.g758897.t1.1
g18346	Cre33.g758897.t2.1, Cre33.g758897.t1.1
g18349	Cre33.g759047.t1.1
g18347	Cre33.g758947.t1.1
Cre17.g705750	Cre17.g705750.t1.2
Cre17.g716451	Cre17.g716451.t1.2
g17317	N/A
Cre17.g715350	Cre17.g715350.t1.2, Cre17.g715350.t2.1
Cre17.g715400	Cre17.g715400.t1.1
Cre17.g703700	Cre17.g703700.t1.1
g18046	Cre17.g746497.t1.1
g17259	Cre17.g712771.t1.1
Cre17.g727900	Cre17.g727900.t1.1
Cre17.g741700	Cre17.g741700.t1.1
Cre17.g731450	Cre17.g731450.t1.1
Cre17.g731700	Cre17.g731700.t1.1
Cre17.g739050	Cre17.g739050.t1.1
g17612	Cre17.g728700.t1.1
Cre17.g731500	Cre17.g731500.t1.2
Cre17.g712742	Cre17.g712742.t1.2
g18062	Cre17.g747297.t1.1
g17038	Cre17.g702850.t1.1
g17415	Cre17.g719651.t1.1
Cre17.g737800	Cre17.g737800.t1.2
Cre17.g719500	Cre17.g719500.t1.1
Cre17.g696300	Cre17.g696300.t1.1
g17194	N/A
Cre17.g709900	Cre17.g709900.t1.1, Cre17.g709900.t2.1
g17567	Cre17.g726526.t1.1
Cre17.g698903	Cre17.g698903.t1.2
Cre17.g724500	Cre17.g724500.t1.1
Cre17.g720850	Cre17.g720850.t1.2
Cre17.g713600	Cre17.g713600.t1.1
Cre17.g737250	Cre17.g737250.t1.2
Cre17.g742050	Cre17.g742050.t1.2
Cre17.g719750	Cre17.g719750.t1.1
Cre17.g697900	Cre17.g697900.t1.1
g17885	Cre17.g739466.t1.2
Cre17.g700300	Cre17.g700300.t1.1
g17324	Cre17.g715653.t1.2
g17517	Cre17.g724276.t1.1
Cre17.g717350	Cre17.g717350.t1.2
Cre17.g701050	Cre17.g701050.t1.2
Cre17.g707350	Cre17.g707350.t1.2
Cre17.g729400	Cre17.g729400.t1.2
Cre17.g722500	Cre17.g722500.t1.2
Cre17.g729900	Cre17.g729900.t1.2
Cre17.g739650	Cre17.g739650.t1.2
g17236	Cre17.g711700.t1.2
Cre17.g736400	Cre17.g736400.t1.1
g17067	Cre17.g703976.t1.1
Cre17.g704100	Cre17.g704100.t1.2
g17733	Cre17.g733752.t1.1
Cre17.g712000	Cre17.g712000.t1.1
Cre17.g697200	Cre17.g697200.t1.1
Cre17.g734050	Cre17.g734050.t1.1
Cre17.g708800	Cre17.g708800.t1.1
g17117	Cre17.g706300.t1.1
g17865	Cre17.g738632.t1.2
g17084	Cre17.g704802.t1.1
Cre17.g730400	Cre17.g730400.t1.1
Cre17.g699100	Cre17.g699100.t1.1
Cre17.g696400	Cre17.g696400.t1.1
g18021	Cre17.g745247.t1.1
Cre17.g742700	Cre17.g742700.t1.1, Cre17.g742700.t2.1
g17961	N/A
Cre17.g725800	Cre17.g725800.t1.2
Cre17.g714229	Cre17.g714229.t1.2
Cre17.g721300	Cre17.g721300.t1.2
Cre17.g701800	Cre17.g701800.t1.1
Cre17.g722800	Cre17.g722800.t1.2
Cre17.g698600	Cre17.g698600.t1.1
Cre17.g711450	Cre17.g711450.t1.1
Cre17.g718500	Cre17.g718500.t1.1
g17817	Cre17.g736584.t1.1
Cre17.g740300	Cre17.g740300.t1.1
Cre17.g701450	Cre17.g701450.t1.1
Cre17.g714300	Cre17.g714300.t1.2
Cre17.g727350	Cre17.g727350.t1.2
Cre17.g718185	Cre17.g718185.t1.2
Cre17.g708450	Cre17.g708450.t1.1
Cre17.g710700	Cre17.g710700.t1.2, Cre17.g710700.t2.1
g17210	N/A
Cre17.g740550	Cre17.g740550.t1.1
Cre17.g722300	Cre17.g722300.t1.1
Cre17.g730150	Cre17.g730150.t1.1
Cre17.g720400	Cre17.g720400.t1.1
g17989	Cre17.g743697.t1.1
Cre17.g738700	Cre17.g738700.t1.2
Cre17.g718468	Cre17.g718468.t1.2
Cre17.g735900	Cre17.g735900.t1.1
g17376	Cre17.g717950.t2.1, Cre17.g717950.t1.2
g17376	Cre17.g717950.t2.1, Cre17.g717950.t1.2
Cre17.g732150	Cre17.g732150.t1.2
Cre17.g710879	Cre17.g710879.t1.2
Cre17.g699200	Cre17.g699200.t1.2
Cre17.g710550	Cre17.g710550.t1.2
g17407	Cre17.g719325.t1.1
Cre17.g699750	Cre17.g699750.t1.1
g18051	Cre17.g746747.t1.1
Cre17.g722250	Cre17.g722250.t1.1
g17911	Cre17.g740470.t1.1
Cre17.g720000	Cre17.g720000.t1.1
Cre17.g723300	Cre17.g723300.t1.1
g16913	Cre17.g697406.t1.2
Cre17.g738350	Cre17.g738350.t1.2
Cre17.g733600	Cre17.g733600.t1.1
g17730	Cre17.g733652.t1.1
Cre17.g714600	Cre17.g714600.t1.2
g16980	Cre17.g700133.t1.1
g17265	N/A
Cre17.g713050	Cre17.g713025.t2.1, Cre17.g713025.t1.1
Cre17.g702250	Cre17.g702250.t1.1
Cre17.g728900	Cre17.g728900.t1.2
g17662	Cre17.g730817.t1.1, Cre17.g730817.t2.1
g17662	Cre17.g730817.t1.1, Cre17.g730817.t2.1
g17459	Cre17.g721600.t1.1
Cre17.g738400	Cre17.g738400.t1.2
g17978	Cre17.g743269.t1.1
Cre17.g697300	Cre17.g697300.t1.1
g18036	Cre17.g745997.t1.1
Cre17.g722657	Cre17.g722675.t1.1
g17153	Cre17.g708025.t1.1
Cre17.g703250	Cre17.g703250.t1.2
g17785	Cre17.g735021.t1.1, Cre17.g735021.t2.1
g17785	Cre17.g735021.t1.1, Cre17.g735021.t2.1
g17045	Cre17.g703101.t1.1
Cre17.g736050	Cre17.g736050.t1.2
g17055	Cre17.g703473.t1.1
Cre17.g741900	Cre17.g741900.t2.1, Cre17.g741900.t1.1
g17943	N/A
Cre17.g724900	Cre17.g724900.t1.2
g17766	Cre17.g734596.t1.1
Cre17.g707800	Cre17.g707800.t1.2
Cre17.g732400	Cre17.g732400.t1.1
Cre17.g713850	Cre17.g713850.t1.1
g17332	Cre17.g716000.t1.2
Cre17.g732700	Cre17.g732700.t1.2
Cre17.g738250	Cre17.g738250.t1.1
g18075	Cre17.g747947.t1.1
Cre17.g717550	Cre17.g717550.t1.2
g18016	Cre17.g744997.t1.1
g17148	Cre17.g707850.t1.2
Cre17.g705600	Cre17.g705600.t1.2
Cre17.g712850	Cre17.g712850.t1.1
Cre17.g731850	Cre17.g731850.t1.2
g17141	Cre17.g707500.t1.2
g17715	Cre17.g733050.t2.1, Cre17.g733050.t3.1, Cre17.g733050.t1.2
g17715	Cre17.g733050.t2.1, Cre17.g733050.t3.1, Cre17.g733050.t1.2
g17715	Cre17.g733050.t2.1, Cre17.g733050.t3.1, Cre17.g733050.t1.2
Cre17.g730455	Cre17.g730483.t1.1
Cre17.g696900	Cre17.g696900.t1.1
g18048	Cre17.g746597.t2.1, Cre17.g746597.t1.1
g18048	Cre17.g746597.t2.1, Cre17.g746597.t1.1
Cre17.g739350	Cre17.g739350.t1.1
g18023	Cre17.g745347.t2.1, Cre17.g745347.t1.1
g18023	Cre17.g745347.t2.1, Cre17.g745347.t1.1
Cre17.g703350	Cre17.g703350.t1.1
Cre17.g708200	Cre17.g708200.t1.2
Cre17.g712300	Cre17.g712300.t1.1
g17200	N/A
Cre17.g710200	Cre17.g710200.t2.1, Cre17.g710200.t1.1
Cre17.g720700	Cre17.g720700.t2.1, Cre17.g720700.t1.1
g17442	N/A
g17621	Cre17.g729050.t1.1
g16954	N/A
Cre17.g699000	Cre17.g699000.t1.2, Cre17.g699000.t2.1
Cre17.g727800	Cre17.g727801.t1.1
g18038	Cre17.g746097.t1.1
Cre17.g735700	Cre17.g735700.t1.2
g17550	N/A
g17550	N/A
Cre17.g725700	Cre17.g725700.t1.1, Cre17.g725700.t2.1, Cre17.g725700.t3.1
Cre17.g700850	Cre17.g700850.t1.2
Cre17.g720950	Cre17.g720950.t1.1
Cre17.g736750	Cre17.g736750.t1.1
g17997	Cre17.g744047.t1.1
Cre17.g716200	Cre17.g716200.t1.2
Cre17.g715550	Cre17.g715550.t1.1
g17413	Cre17.g719550.t1.2
g18009	Cre17.g744647.t1.1
g17619	Cre17.g728976.t1.1
Cre17.g733800	Cre17.g733800.t1.1
Cre17.g741400	Cre17.g741400.t1.1
g17769	Cre17.g734628.t1.1
Cre17.g696700	Cre17.g696700.t1.2
Cre17.g707250	Cre17.g707250.t1.2
Cre17.g711100	Cre17.g711100.t1.1
g17764	Cre17.g734564.t1.1
Cre17.g736329	Cre17.g736329.t1.2
Cre17.g716700	Cre17.g716700.t1.1
g17428	Cre17.g720100.t1.2
g17776	Cre17.g734741.t1.1
Cre17.g702800	Cre17.g702800.t1.2
Cre17.g700950	Cre17.g700950.t1.2
g17278	Cre17.g713575.t1.1
Cre17.g717000	Cre17.g717000.t1.1
g17846	Cre17.g737702.t1.1
Cre17.g699350	Cre17.g699350.t1.1
Cre17.g718050	Cre17.g718050.t1.2
g17841	Cre17.g737463.t1.1
g17748	Cre17.g734134.t1.1
g18077	Cre17.g748047.t1.1
Cre17.g736618	Cre17.g736618.t1.2
Cre17.g733986	Cre17.g733986.t1.2
Cre17.g740000	Cre17.g740000.t1.1
g17606	Cre17.g728400.t2.1, Cre17.g728400.t1.1
g17606	Cre17.g728400.t2.1, Cre17.g728400.t1.1
Cre17.g727300	Cre17.g727300.t1.2
Cre17.g729350	Cre17.g729350.t1.1
g18031	Cre17.g745747.t2.1, Cre17.g745747.t1.1
g18031	Cre17.g745747.t2.1, Cre17.g745747.t1.1
Cre17.g726800	Cre17.g726800.t1.2
g17379	N/A
Cre17.g718100	Cre17.g718100.t2.1, Cre17.g718100.t1.2
g17004	N/A
Cre17.g701350	Cre17.g701350.t3.1, Cre17.g701350.t1.1, Cre17.g701350.t2.1
g17004	N/A
Cre17.g718750	Cre17.g718750.t1.2
Cre17.g713400	Cre17.g713400.t1.2
Cre17.g724200	Cre17.g724200.t1.2
Cre17.g704750	Cre17.g704750.t1.1
g17679	Cre17.g731571.t1.1
Cre17.g705500	Cre17.g705500.t1.1
Cre17.g706200	Cre17.g706200.t1.2
Cre17.g737050	Cre17.g737050.t1.2
Cre17.g699900	Cre17.g699900.t1.2
g17053	Cre17.g703400.t1.1
Cre17.g730582	Cre17.g730575.t1.1
Cre17.g723600	Cre17.g723600.t1.2
Cre17.g735250	Cre17.g735250.t1.2
Cre17.g698800	Cre17.g698800.t1.2
Cre17.g734250	Cre17.g734250.t1.1
Cre17.g727750	Cre17.g727750.t1.1
Cre17.g720550	Cre17.g720550.t1.2
g18030	Cre17.g745697.t1.1
Cre17.g727400	Cre17.g727400.t1.1
Cre17.g729500	Cre17.g729500.t1.2
Cre17.g719450	Cre17.g719450.t1.1
Cre17.g723200	Cre17.g723200.t1.2
Cre17.g725500	Cre17.g725500.t1.2
Cre17.g730050	Cre17.g730050.t1.1
Cre17.g733900	Cre17.g733900.t1.2
g17790	Cre17.g735375.t1.2
Cre17.g738500	Cre17.g738500.t1.1
Cre17.g719200	Cre17.g719200.t1.2
Cre17.g699950	Cre17.g699950.t1.1
Cre17.g710500	Cre17.g710500.t1.2
g18056	Cre17.g746997.t1.1
Cre17.g740400	Cre17.g740390.t1.1
Cre17.g721150	Cre17.g721150.t1.2
Cre17.g697500	Cre17.g697500.t1.1
Cre17.g701300	Cre17.g701300.t1.2
Cre17.g723550	Cre17.g723550.t1.2
g17020	Cre17.g702052.t1.1
Cre17.g726050	Cre17.g726050.t1.2
Cre17.g717150	Cre17.g717150.t1.2
Cre17.g704550	Cre17.g704550.t1.2
Cre17.g721200	Cre17.g721200.t1.2
Cre17.g740800	Cre17.g740800.t1.1
Cre17.g722900	Cre17.g722900.t1.1
Cre17.g713950	Cre17.g713950.t1.2
Cre17.g742300	Cre17.g742300.t1.1
Cre17.g703050	Cre17.g703050.t1.2
g17263	Cre17.g712950.t1.1
Cre17.g740900	Cre17.g740900.t1.2
Cre17.g710850	Cre17.g710850.t1.2
Cre17.g733150	Cre17.g733150.t1.1, Cre17.g733150.t2.1
g17717	N/A
Cre17.g708900	Cre17.g708901.t1.1
Cre17.g714700	Cre17.g714700.t1.1
g17987	Cre17.g743597.t1.1
Cre17.g723900	Cre17.g723900.t1.2
g17681	Cre17.g731591.t1.1
Cre17.g718850	Cre17.g718850.t1.1
Cre17.g733250	Cre17.g733250.t1.2
Cre17.g718400	Cre17.g718400.t1.2
g18012	Cre17.g744797.t1.1
Cre17.g708550	Cre17.g708550.t1.2
Cre17.g710900	Cre17.g710900.t1.2
Cre17.g731000	Cre17.g731001.t1.1
Cre17.g705316	Cre17.g705316.t1.2
Cre17.g720528	Cre17.g720528.t1.2
g18000	Cre17.g744197.t1.1
Cre17.g711600	Cre17.g711600.t1.2
g17518	Cre17.g724300.t1.2
Cre17.g715100	Cre17.g715100.t1.2
g18053	Cre17.g746847.t1.1
g16947	N/A
Cre17.g698700	Cre17.g698700.t1.1, Cre17.g698700.t2.1
g17944	Cre17.g741950.t1.1
Cre17.g711850	Cre17.g711850.t1.2
Cre17.g737150	Cre17.g737150.t1.1
Cre17.g729800	Cre17.g729800.t1.2
Cre17.g740100	Cre17.g740100.t1.1
Cre17.g735800	Cre17.g735800.t1.2
g16935	Cre17.g698299.t1.1
Cre17.g712450	Cre17.g712450.t1.1
Cre17.g732600	Cre17.g732600.t1.2
g17774	Cre17.g734709.t1.1
Cre17.g738800	Cre17.g738800.t1.2
Cre17.g712050	Cre17.g712050.t1.1
Cre17.g736150	Cre17.g736150.t1.1
g17090	N/A
Cre17.g705100	Cre17.g705100.t1.2, Cre17.g705100.t2.1
Cre17.g741800	Cre17.g741800.t1.1
Cre17.g706800	Cre17.g706800.t1.2
Cre17.g697624	Cre17.g697624.t1.2
Cre17.g741200	Cre17.g741200.t1.2
Cre17.g724400	Cre17.g724400.t1.2
g17999	Cre17.g744147.t1.1
g18039	Cre17.g746147.t2.1, Cre17.g746147.t1.1
g18039	Cre17.g746147.t2.1, Cre17.g746147.t1.1
Cre17.g732350	Cre17.g732350.t1.1, Cre17.g732350.t2.1
g17698	N/A
g17692	N/A
Cre17.g732050	Cre17.g732050.t2.1, Cre17.g732050.t1.2
Cre17.g696800	Cre17.g696800.t1.1, Cre17.g696800.t2.1
g16901	N/A
Cre17.g725000	Cre17.g725000.t1.1
Cre17.g716100	Cre17.g716101.t1.1
Cre17.g722000	Cre17.g722000.t1.1
Cre17.g726400	Cre17.g726400.t1.1
Cre17.g738950	Cre17.g738950.t1.2
Cre17.g701850	Cre17.g701850.t1.1
g17781	Cre17.g734805.t1.1, Cre17.g734805.t2.1
g17781	Cre17.g734805.t1.1, Cre17.g734805.t2.1
Cre17.g709500	Cre17.g709500.t1.1
Cre17.g718250	Cre17.g718250.t1.1
Cre17.g728800	Cre17.g728800.t1.2
Cre17.g721650	Cre17.g721650.t1.2
Cre17.g738150	Cre17.g738150.t1.1
g17362	Cre17.g717250.t1.1
Cre17.g700700	Cre17.g700700.t1.1
g17421	Cre17.g719834.t1.1
g18020	Cre17.g745197.t1.1
g16936	Cre17.g698332.t1.1
Cre17.g715900	Cre17.g715900.t1.2
Cre17.g729393	Cre17.g729393.t1.2
g17985	Cre17.g743497.t2.1, Cre17.g743497.t1.1
g17985	Cre17.g743497.t2.1, Cre17.g743497.t1.1
Cre17.g707650	Cre17.g707650.t1.1
Cre17.g740750	Cre17.g740750.t1.2
Cre17.g742350	Cre17.g742350.t1.2
g18050	Cre17.g746697.t1.1
Cre17.g742150	Cre17.g742150.t1.2
g17348	Cre17.g716613.t1.1
Cre17.g729600	Cre17.g729600.t1.1
Cre17.g733850	Cre17.g733850.t1.2, Cre17.g733850.t2.1
g17740	N/A
Cre17.g738200	Cre17.g738200.t1.2
Cre17.g711750	Cre17.g711750.t1.2
g17763	Cre17.g734548.t1.1
g17767	Cre17.g734612.t1.1
Cre17.g725300	Cre17.g725301.t1.1
g17513	Cre17.g724125.t1.1
Cre17.g702450	Cre17.g702451.t1.1
Cre17.g734400	Cre17.g734400.t1.1
Cre17.g721750	Cre17.g721750.t1.1
g18005	Cre17.g744447.t1.1
Cre17.g721550	Cre17.g721517.t1.1, Cre17.g721517.t2.1
g17457	N/A
g18067	Cre17.g747547.t1.1
g16970	Cre17.g699776.t1.1
Cre17.g699500	Cre17.g699500.t1.2
Cre17.g740150	Cre17.g740150.t1.1
g17041	Cre17.g702976.t1.1
Cre17.g720450	Cre17.g720450.t1.1
Cre17.g732650	Cre17.g732650.t1.2
g17555	N/A
Cre17.g725950	Cre17.g725950.t1.1, Cre17.g725950.t2.1
Cre17.g700750	Cre17.g700750.t1.2
Cre17.g733650	Cre17.g733650.t1.1
Cre17.g707050	Cre17.g707050.t1.2
g17143	N/A
Cre17.g707600	Cre17.g707600.t2.1, Cre17.g707600.t1.2
g17245	Cre17.g712126.t1.1
Cre17.g713500	Cre17.g713500.t1.2
g18057	Cre17.g747047.t1.1
Cre17.g709300	Cre17.g709300.t1.1
Cre17.g722150	Cre17.g722150.t1.2
Cre17.g712500	Cre17.g712500.t1.1
Cre17.g699450	Cre17.g699450.t1.2
Cre17.g716450	Cre17.g716450.t1.1
g17737	Cre17.g733700.t1.2
g17967	Cre17.g742932.t1.1
Cre17.g734150	Cre17.g734150.t1.1
Cre17.g736700	Cre17.g736700.t1.2
g18003	Cre17.g744347.t1.1
g17032	Cre17.g702576.t1.1
Cre17.g717900	Cre17.g717900.t1.2
g17160	N/A
Cre17.g708250	Cre17.g708250.t1.2, Cre17.g708250.t2.1
Cre17.g716050	Cre17.g716050.t1.1
g17016	Cre17.g701884.t1.1
Cre17.g723150	Cre17.g723150.t1.1
Cre17.g726250	Cre17.g726250.t1.2
Cre17.g728750	Cre17.g728750.t1.2
Cre17.g729700	Cre17.g729700.t1.2
Cre17.g738900	Cre17.g738900.t1.2
Cre17.g698500	Cre17.g698500.t1.2
Cre17.g724450	Cre17.g724450.t1.1
Cre17.g703900	Cre17.g703900.t1.2
Cre17.g718900	Cre17.g718900.t1.2
g17272	Cre17.g713305.t1.1
Cre17.g728050	Cre17.g728050.t1.2
g17048	Cre17.g703176.t1.1
Cre17.g705150	Cre17.g705150.t1.1
Cre17.g741350	Cre17.g741350.t1.2
g18047	Cre17.g746547.t1.1
g17677	Cre17.g731550.t1.2
g17773	Cre17.g734693.t1.1
Cre17.g716800	Cre17.g716800.t1.2
Cre17.g710150	Cre17.g710150.t1.2
Cre17.g714500	Cre17.g714500.t1.2
Cre17.g707200	Cre17.g707200.t1.1
g17994	Cre17.g743947.t1.1
g18014	Cre17.g744897.t1.1
Cre17.g722650	Cre17.g722650.t1.2
g17150	Cre17.g707950.t1.2
g17990	Cre17.g743747.t1.1
Cre17.g736300	Cre17.g736300.t1.1
g17608	N/A
Cre17.g728500	Cre17.g728483.t1.1, Cre17.g728483.t2.1
Cre17.g714950	Cre17.g714950.t1.2
Cre17.g696950	Cre17.g696950.t1.1
g16886	Cre17.g692564.t1.1
Cre17.g731350	Cre17.g731350.t1.1
Cre17.g702300	Cre17.g702300.t1.1
Cre17.g737100	Cre17.g737100.t1.2
Cre17.g738600	Cre17.g738600.t1.1
Cre17.g735450	Cre17.g735450.t1.1
Cre17.g706900	Cre17.g706900.t1.2
Cre17.g731200	Cre17.g731200.t1.1
Cre17.g709850	Cre17.g709850.t1.2
g17778	Cre17.g734773.t2.1, Cre17.g734773.t1.1
g17778	Cre17.g734773.t2.1, Cre17.g734773.t1.1
Cre17.g722450	Cre17.g722450.t1.1
g18019	Cre17.g745147.t1.1
Cre17.g703650	Cre17.g703650.t1.1
g17963	Cre17.g742800.t1.2
Cre17.g704450	Cre17.g704450.t1.1
Cre17.g725600	Cre17.g725600.t1.1
Cre17.g709000	Cre17.g709000.t1.2
Cre17.g717050	Cre17.g717050.t1.1
Cre17.g727650	Cre17.g727650.t1.1
g17571	N/A
Cre17.g726700	Cre17.g726700.t1.1, Cre17.g726700.t2.1
Cre17.g730100	Cre17.g730100.t1.1
g17283	Cre17.g713726.t1.1
Cre17.g711200	Cre17.g711200.t1.2
Cre17.g711457	Cre17.g711457.t1.2
Cre17.g704650	Cre17.g704650.t1.1
Cre17.g717800	Cre17.g717800.t1.2
Cre17.g719100	Cre17.g719100.t1.2
Cre17.g705400	Cre17.g705400.t1.2
Cre17.g715050	Cre17.g715050.t1.2
g17010	Cre17.g701650.t1.2
g18034	Cre17.g745897.t1.1
Cre17.g706450	Cre17.g706450.t1.1
Cre17.g739450	Cre17.g739450.t1.1
Cre17.g705950	Cre17.g705950.t2.1, Cre17.g705950.t1.1
g17111	N/A
Cre17.g710871	Cre17.g710871.t1.2
Cre17.g733300	Cre17.g733300.t1.1
Cre17.g698400	Cre17.g698400.t1.2
Cre17.g723800	Cre17.g723800.t1.2
g17327	Cre17.g715800.t1.1
Cre17.g724150	Cre17.g724150.t1.1
Cre17.g721500	Cre17.g721500.t1.2
Cre17.g729950	Cre17.g729950.t1.2
g17432	Cre17.g720256.t1.1
Cre17.g735500	Cre17.g735500.t1.2
g18026	Cre17.g745497.t1.1
Cre17.g711150	Cre17.g711150.t1.2
g17008	Cre17.g701551.t1.1
Cre17.g729200	Cre17.g729200.t1.1
Cre17.g714450	Cre17.g714450.t1.2
Cre17.g705450	Cre17.g705450.t1.2
g17232	Cre17.g711526.t1.1
Cre17.g732500	Cre17.g732500.t1.1
Cre17.g698000	Cre17.g698000.t1.2
Cre17.g734125	Cre17.g734125.t1.2
Cre17.g700600	Cre17.g700600.t1.1
Cre17.g709600	Cre17.g709600.t1.1
Cre17.g732250	Cre17.g732250.t1.1
Cre17.g708100	Cre17.g708100.t1.2
Cre17.g733350	Cre17.g733350.t1.1
g17534	N/A
Cre17.g725050	Cre17.g725050.t2.1, Cre17.g725050.t1.2
Cre17.g705850	Cre17.g705850.t1.2
g18041	Cre17.g746247.t1.1
Cre17.g741100	Cre17.g741100.t1.2
