CC2344-L1,CC2344-L2,CC2344-L3,CC2344-L4,CC2344-L5,CC2344-L6,CC2344-L7,CC2344-L8,CC2344-L9,CC2344-L10,CC2344-L11,CC2344-L12,CC2344-L13,CC2344-L14,CC2344-L15,CC2931-L1,CC2931-L2,CC2931-L3,CC2931-L4,CC2931-L5,CC2931-L6,CC2931-L7,CC2931-L9,CC2931-L10,CC2931-L11,CC2931-L13,CC2931-L14,CC2931-L15
CHLRE_01G014500V5,CHLRE_06G293100V5,,CHLRE_01G022250V5,CHLRE_12G486209V5,CHLRE_01G019550V5,,,CHLRE_01G011450V5,CHLRE_01G031951V5,CHLRE_01G010450V5,CHLRE_01G026450V5,,,CHLRE_01G010950V5,5726296.0,5719469.0,,5726860.0,5728430.0,5728007.0,,,,5726085.0,5716467.0,5726296.0,5720595.0
CHLRE_01G014800V5,CHLRE_06G310800V5,,CHLRE_01G022350V5,CHLRE_12G497250V5,CHLRE_01G019600V5,,,CHLRE_01G011500V5,CHLRE_01G032250V5,CHLRE_01G010500V5,CHLRE_01G026550V5,,,CHLRE_01G011100V5,5720983.0,5726607.0,,5722388.0,5721367.0,5721721.0,,,,5725457.0,5716485.0,5716694.0,5722644.0
CHLRE_01G014850V5,CHLRE_07G324866V5,,CHLRE_01G022600V5,CHLRE_12G518700V5,CHLRE_01G019700V5,,,CHLRE_01G011600V5,CHLRE_01G033300V5,CHLRE_01G010550V5,CHLRE_01G026600V5,,,CHLRE_01G011150V5,5723357.0,5727595.0,,5725380.0,5723886.0,5725100.0,,,,5718584.0,5717132.0,5725646.0,5725843.0
CHLRE_01G014900V5,CHLRE_07G324932V5,,CHLRE_01G022900V5,CHLRE_12G523400V5,CHLRE_01G019750V5,,,CHLRE_01G011901V5,CHLRE_01G033350V5,CHLRE_01G010650V5,CHLRE_01G026750V5,,,CHLRE_01G011250V5,5720572.0,5722051.0,,5717531.0,5719686.0,5726239.0,,,,5718598.0,5717167.0,5715228.0,5717390.0
CHLRE_01G015050V5,CHLRE_07G356500V5,,CHLRE_01G023050V5,CHLRE_12G523750V5,CHLRE_01G019850V5,,,CHLRE_01G012300V5,CHLRE_01G034000V5,CHLRE_01G010750V5,CHLRE_01G027850V5,,,CHLRE_01G011500V5,5720915.0,5720346.0,,5717531.0,5717452.0,5728353.0,,,,5725719.0,5717178.0,5715204.0,5725232.0
CHLRE_01G015600V5,CHLRE_08G358571V5,,CHLRE_01G023300V5,CHLRE_12G524000V5,CHLRE_01G020000V5,,,CHLRE_01G012450V5,CHLRE_01G034050V5,CHLRE_01G010832V5,CHLRE_01G028000V5,,,CHLRE_01G012300V5,5716503.0,5720606.0,,5728641.0,5718543.0,5717496.0,,,,5724086.0,5717958.0,5715166.0,5720755.0
CHLRE_01G016050V5,CHLRE_08G359850V5,,CHLRE_01G023650V5,CHLRE_12G529651V5,CHLRE_01G020575V5,,,CHLRE_01G012850V5,CHLRE_01G034300V5,CHLRE_01G011150V5,CHLRE_01G028101V5,,,CHLRE_01G012450V5,5718538.0,5728957.0,,5728641.0,5726949.0,5722641.0,,,,5715209.0,5719118.0,5715517.0,5727920.0
CHLRE_01G016200V5,CHLRE_08G363100V5,,CHLRE_01G023950V5,CHLRE_12G554100V5,CHLRE_01G020750V5,,,CHLRE_01G013000V5,CHLRE_01G034950V5,CHLRE_01G011450V5,CHLRE_01G028150V5,,,CHLRE_01G013050V5,5716652.0,5728520.0,,5717023.0,5728825.0,5728738.0,,,,5718841.0,5721748.0,5726523.0,5728958.0
CHLRE_01G016400V5,CHLRE_08G364751V5,,CHLRE_01G024750V5,CHLRE_12G551850V5,CHLRE_01G020918V5,,,CHLRE_01G013200V5,CHLRE_01G035200V5,CHLRE_01G011500V5,CHLRE_01G028300V5,,,CHLRE_01G013200V5,5726198.0,5724381.0,,5726042.0,5720290.0,5726413.0,,,,5727234.0,5721767.0,5727995.0,5722589.0
CHLRE_01G016450V5,CHLRE_08G368800V5,,CHLRE_01G024850V5,CHLRE_12G554953V5,CHLRE_01G021200V5,,,CHLRE_01G013450V5,CHLRE_01G035400V5,CHLRE_01G011600V5,CHLRE_01G028550V5,,,CHLRE_01G013300V5,5723140.0,5715834.0,,5728464.0,5724074.0,5728816.0,,,,5719630.0,5721777.0,5721993.0,5720381.0
CHLRE_01G016700V5,CHLRE_08G375500V5,,CHLRE_01G025900V5,CHLRE_12G547302V5,CHLRE_01G021450V5,,,CHLRE_01G013550V5,CHLRE_01G035950V5,CHLRE_01G011850V5,CHLRE_01G029250V5,,,CHLRE_01G013450V5,5715851.0,5722005.0,,5722514.0,5727146.0,5715750.0,,,,5716024.0,5721778.0,5727887.0,5718788.0
CHLRE_01G016800V5,CHLRE_08G380500V5,,CHLRE_01G025983V5,CHLRE_13G572100V5,CHLRE_01G021600V5,,,CHLRE_01G013600V5,CHLRE_01G036050V5,CHLRE_01G011901V5,CHLRE_01G029850V5,,,CHLRE_01G013600V5,5728939.0,5728072.0,,5716698.0,5717922.0,5719262.0,,,,5727672.0,5721836.0,5716615.0,5721830.0
CHLRE_01G017600V5,CHLRE_18G748747V5,,CHLRE_01G026050V5,CHLRE_13G590400V5,CHLRE_01G022100V5,,,CHLRE_01G013700V5,CHLRE_01G036300V5,CHLRE_01G012126V5,CHLRE_01G030300V5,,,CHLRE_01G013700V5,5722108.0,5729029.0,,5724689.0,5716471.0,5728847.0,,,,5717932.0,5721893.0,5716027.0,5715700.0
CHLRE_01G017850V5,CHLRE_09G396200V5,,CHLRE_01G026450V5,CHLRE_13G590500V5,CHLRE_01G022200V5,,,CHLRE_01G013750V5,CHLRE_01G036451V5,CHLRE_01G012400V5,CHLRE_01G030650V5,,,CHLRE_01G013801V5,5716091.0,5717500.0,,5727039.0,5717835.0,5715609.0,,,,5727123.0,5721902.0,5718716.0,5718664.0
CHLRE_01G017900V5,CHLRE_09G394250V5,,CHLRE_01G026550V5,CHLRE_13G605000V5,CHLRE_01G022250V5,,,CHLRE_01G013800V5,CHLRE_01G036500V5,CHLRE_01G012450V5,CHLRE_01G030700V5,,,CHLRE_01G014650V5,5716703.0,5722580.0,,5717974.0,5723899.0,5720688.0,,,,5724716.0,5721929.0,5715514.0,5722100.0
CHLRE_01G018050V5,CHLRE_09G390957V5,,CHLRE_01G026650V5,CHLRE_14G616826V5,CHLRE_01G022350V5,,,CHLRE_01G013801V5,CHLRE_01G037000V5,CHLRE_01G012650V5,CHLRE_01G030850V5,,,CHLRE_01G014800V5,5727584.0,5717289.0,,5716664.0,5724843.0,5728384.0,,,,5721140.0,5721953.0,5725754.0,5720896.0
CHLRE_01G018350V5,CHLRE_09G395213V5,,CHLRE_01G026750V5,CHLRE_14G616850V5,CHLRE_01G022600V5,,,CHLRE_01G013900V5,CHLRE_01G037100V5,CHLRE_01G012700V5,CHLRE_01G030950V5,,,CHLRE_01G014850V5,5724690.0,5728434.0,,5721713.0,5723456.0,5720291.0,,,,5718111.0,5721958.0,5729025.0,5717134.0
CHLRE_01G018550V5,CHLRE_09G397623V5,,CHLRE_01G027150V5,CHLRE_14G625600V5,CHLRE_01G023050V5,,,CHLRE_01G014050V5,CHLRE_01G037650V5,CHLRE_01G012750V5,CHLRE_01G031250V5,,,CHLRE_01G014900V5,5718476.0,5717203.0,,5716594.0,5717620.0,5729230.0,,,,5723357.0,5721963.0,5725731.0,5721966.0
CHLRE_01G018700V5,CHLRE_09G401960V5,,CHLRE_01G027250V5,CHLRE_02G141746V5,CHLRE_01G023450V5,,,CHLRE_01G014650V5,CHLRE_01G039050V5,CHLRE_01G012850V5,CHLRE_01G031951V5,,,CHLRE_01G015050V5,5727734.0,5723350.0,,5721833.0,5717105.0,5718516.0,,,,5722438.0,5723806.0,5726277.0,5723357.0
CHLRE_01G018750V5,CHLRE_10G422201V5,,CHLRE_01G027300V5,CHLRE_02G141106V5,CHLRE_01G023550V5,,,CHLRE_01G014850V5,CHLRE_01G039900V5,CHLRE_01G013000V5,CHLRE_01G032050V5,,,CHLRE_01G015103V5,5724307.0,5717794.0,,5716461.0,5717463.0,5719197.0,,,,5720572.0,5723811.0,5722108.0,5727616.0
CHLRE_01G018800V5,CHLRE_10G437650V5,,CHLRE_01G027350V5,CHLRE_16G653400V5,CHLRE_01G023750V5,,,CHLRE_01G014900V5,CHLRE_01G040100V5,CHLRE_01G013100V5,CHLRE_01G032900V5,,,CHLRE_01G015550V5,5725758.0,5728882.0,,5728884.0,5719310.0,5719654.0,,,,5725646.0,5724508.0,5724909.0,5722438.0
CHLRE_01G019550V5,CHLRE_10G443750V5,,CHLRE_01G027764V5,CHLRE_16G680050V5,CHLRE_01G024650V5,,,CHLRE_01G015050V5,CHLRE_01G041650V5,CHLRE_01G013200V5,CHLRE_01G033000V5,,,CHLRE_01G015600V5,5715417.0,5721707.0,,5724556.0,5716521.0,5724086.0,,,,5726097.0,5725949.0,5726354.0,5717908.0
CHLRE_01G019650V5,CHLRE_10G447400V5,,CHLRE_01G027800V5,CHLRE_17G698150V5,CHLRE_01G025050V5,,,CHLRE_01G015600V5,CHLRE_01G041950V5,CHLRE_01G013250V5,CHLRE_01G033300V5,,,CHLRE_01G015650V5,5725238.0,5718885.0,,5720626.0,5723800.0,5725843.0,,,,5723564.0,5725959.0,5726986.0,5719189.0
CHLRE_01G019850V5,CHLRE_10G447700V5,,CHLRE_01G027850V5,CHLRE_17G698850V5,CHLRE_01G025983V5,,,CHLRE_01G015650V5,CHLRE_01G042700V5,CHLRE_01G013300V5,CHLRE_01G034100V5,,,CHLRE_01G016001V5,5722674.0,5722435.0,,5716842.0,5728959.0,5723186.0,,,,5727218.0,5725975.0,5719046.0,5717886.0
CHLRE_01G019900V5,CHLRE_10G451300V5,,CHLRE_01G027900V5,CHLRE_17G706900V5,CHLRE_01G026050V5,,,CHLRE_01G015850V5,CHLRE_01G043850V5,CHLRE_01G013450V5,CHLRE_01G034451V5,,,CHLRE_01G016150V5,5717023.0,5717990.0,,5720065.0,5727595.0,5725945.0,,,,5722056.0,5726006.0,5716894.0,5725960.0
CHLRE_01G020182V5,CHLRE_10G463150V5,,CHLRE_01G027950V5,CHLRE_17G707137V5,CHLRE_01G026300V5,,,CHLRE_01G016001V5,CHLRE_01G044850V5,CHLRE_01G013600V5,CHLRE_01G034550V5,,,CHLRE_01G016200V5,5716118.0,5727909.0,,5715225.0,5727180.0,5729203.0,,,,5726824.0,5727630.0,5716574.0,5725841.0
CHLRE_01G020575V5,CHLRE_11G467641V5,,CHLRE_01G028200V5,CHLRE_17G712700V5,CHLRE_01G026450V5,,,CHLRE_01G016050V5,CHLRE_01G045601V5,CHLRE_01G013650V5,CHLRE_01G034800V5,,,CHLRE_01G016600V5,5716047.0,5720295.0,,5723176.0,5724462.0,5720883.0,,,,5725387.0,5727766.0,5724690.0,5723084.0
CHLRE_01G020918V5,CHLRE_11G468800V5,,CHLRE_01G028300V5,CHLRE_17G718000V5,CHLRE_01G027050V5,,,CHLRE_01G016400V5,CHLRE_01G046237V5,CHLRE_01G013700V5,CHLRE_01G034850V5,,,CHLRE_01G016800V5,5720511.0,5727445.0,,5717232.0,5715933.0,5717390.0,,,,5726523.0,5728505.0,5718476.0,5728161.0
CHLRE_01G021400V5,CHLRE_12G488450V5,,CHLRE_01G028400V5,,CHLRE_01G027350V5,,,CHLRE_01G016450V5,CHLRE_01G047350V5,CHLRE_01G013800V5,CHLRE_01G035100V5,,,CHLRE_01G017150V5,5719657.0,5723731.0,,5727403.0,5725683.0,5727346.0,,,,5728927.0,5728604.0,5725758.0,5727512.0
CHLRE_01G021550V5,CHLRE_12G488150V5,,CHLRE_01G028423V5,,CHLRE_01G027400V5,,,CHLRE_01G016800V5,CHLRE_01G047400V5,CHLRE_01G014150V5,CHLRE_01G035150V5,,,CHLRE_01G017450V5,5726850.0,5715794.0,,5723886.0,5715381.0,5719630.0,,,,5723613.0,5727109.0,5725238.0,5727218.0
CHLRE_01G021600V5,CHLRE_12G487650V5,,CHLRE_01G028450V5,,CHLRE_01G027650V5,,,CHLRE_01G017250V5,CHLRE_01G047700V5,CHLRE_01G014350V5,CHLRE_01G035200V5,,,CHLRE_01G017550V5,5716641.0,5720498.0,,5716692.0,5723626.0,5723033.0,,,,5721323.0,5724955.0,5722388.0,5716503.0
CHLRE_01G021950V5,CHLRE_12G487000V5,,CHLRE_01G028500V5,,CHLRE_01G028000V5,,,CHLRE_01G017550V5,CHLRE_01G048200V5,CHLRE_01G014450V5,CHLRE_01G035400V5,,,CHLRE_01G017650V5,5719997.0,5721985.0,,5728230.0,5726489.0,5725232.0,,,,5719325.0,5719302.0,5721139.0,5727992.0
CHLRE_01G022150V5,CHLRE_12G517600V5,,CHLRE_01G028550V5,,CHLRE_01G028450V5,,,CHLRE_01G017850V5,CHLRE_01G050608V5,CHLRE_01G014500V5,CHLRE_01G035550V5,,,CHLRE_01G017951V5,5716664.0,5723284.0,,5722403.0,5718491.0,5728958.0,,,,5716027.0,5722490.0,5722273.0,5718538.0
CHLRE_01G022200V5,CHLRE_12G518700V5,,CHLRE_01G029150V5,,CHLRE_01G028500V5,,,CHLRE_01G017951V5,CHLRE_01G051850V5,CHLRE_01G014650V5,CHLRE_01G035950V5,,,CHLRE_01G018200V5,5721715.0,5722109.0,,5720845.0,5717420.0,5726527.0,,,,5715851.0,5728957.0,5727255.0,5722020.0
CHLRE_01G022250V5,CHLRE_12G522000V5,,CHLRE_01G029250V5,,CHLRE_01G028550V5,,,CHLRE_01G018050V5,CHLRE_01G052950V5,CHLRE_01G014850V5,CHLRE_01G036650V5,,,CHLRE_01G018400V5,5721713.0,5726149.0,,5726057.0,5729334.0,5722985.0,,,,5715325.0,5724381.0,5717023.0,5722171.0
CHLRE_01G022600V5,CHLRE_12G523400V5,,CHLRE_01G029300V5,,CHLRE_01G029200V5,,,CHLRE_01G018150V5,CHLRE_01G053300V5,CHLRE_01G014900V5,CHLRE_01G036950V5,,,CHLRE_01G018500V5,5723649.0,5722174.0,,5718003.0,5723595.0,5719839.0,,,,5718639.0,5715834.0,5715295.0,5725387.0
CHLRE_01G023050V5,CHLRE_12G535350V5,,CHLRE_01G029350V5,,CHLRE_01G029550V5,,,CHLRE_01G018500V5,CHLRE_01G053850V5,CHLRE_01G015400V5,CHLRE_01G037100V5,,,CHLRE_01G018600V5,5718821.0,5724009.0,,5727360.0,5719889.0,5725790.0,,,,5718644.0,5717110.0,5723639.0,5723614.0
CHLRE_01G023150V5,CHLRE_12G557900V5,,CHLRE_01G029400V5,,CHLRE_01G029650V5,,,CHLRE_01G018800V5,CHLRE_01G055100V5,CHLRE_01G015600V5,CHLRE_01G037400V5,,,CHLRE_01G019600V5,5717470.0,5726968.0,,5717231.0,5719243.0,5718832.0,,,,5721900.0,5718617.0,5721463.0,5717306.0
CHLRE_01G023350V5,CHLRE_12G549900V5,,CHLRE_01G029450V5,,CHLRE_01G029900V5,,,CHLRE_01G019051V5,CHLRE_01G055400V5,CHLRE_01G015650V5,CHLRE_01G039050V5,,,CHLRE_01G019700V5,5717422.0,5728590.0,,5725508.0,5719227.0,5715700.0,,,,5721956.0,5728072.0,5726850.0,5729315.0
CHLRE_01G023550V5,CHLRE_12G547351V5,,CHLRE_01G029500V5,,CHLRE_01G030000V5,,,CHLRE_01G019300V5,CHLRE_01G055412V5,CHLRE_01G015750V5,CHLRE_01G039200V5,,,CHLRE_01G019850V5,5720271.0,5718123.0,,5715097.0,5725571.0,5717508.0,,,,5721965.0,5729029.0,5729256.0,5725488.0
CHLRE_01G023650V5,CHLRE_12G551977V5,,CHLRE_01G029650V5,,CHLRE_01G030250V5,,,CHLRE_01G019600V5,CHLRE_01G055444V5,CHLRE_01G016001V5,CHLRE_01G039850V5,,,CHLRE_01G020000V5,5716255.0,5719917.0,,5728825.0,5723243.0,5721140.0,,,,5721969.0,5726106.0,5715494.0,5721323.0
CHLRE_01G023750V5,CHLRE_12G551552V5,,CHLRE_01G030000V5,,CHLRE_01G030650V5,,,CHLRE_01G019850V5,CHLRE_01G062172V5,CHLRE_01G016050V5,CHLRE_01G040400V5,,,CHLRE_01G020050V5,5717009.0,5726104.0,,5727694.0,5726019.0,5727509.0,,,,5723076.0,5717627.0,5723462.0,5722545.0
CHLRE_01G024650V5,CHLRE_13G564950V5,,CHLRE_01G030100V5,,CHLRE_01G030986V5,,,CHLRE_01G019900V5,CHLRE_01G063267V5,CHLRE_01G016150V5,CHLRE_01G040900V5,,,CHLRE_01G020182V5,5719044.0,5725619.0,,5724074.0,5716577.0,5720896.0,,,,5725243.0,5721800.0,5719997.0,5716027.0
CHLRE_01G024750V5,CHLRE_13G583450V5,,CHLRE_01G030150V5,,CHLRE_01G031004V5,,,CHLRE_01G020000V5,CHLRE_01G068377V5,CHLRE_01G016350V5,CHLRE_01G041351V5,,,CHLRE_01G020450V5,5720626.0,5716542.0,,5715192.0,5717289.0,5723825.0,,,,5723905.0,5724826.0,5728774.0,5715851.0
CHLRE_01G024900V5,CHLRE_13G587400V5,,CHLRE_01G030200V5,,CHLRE_01G031250V5,,,CHLRE_01G020182V5,CHLRE_02G073900V5,CHLRE_01G016400V5,CHLRE_01G041500V5,,,CHLRE_01G020500V5,5715774.0,5721255.0,,5716990.0,5717872.0,5720983.0,,,,5715493.0,5726443.0,5725541.0,5719149.0
CHLRE_01G025350V5,CHLRE_13G589400V5,,CHLRE_01G030300V5,,CHLRE_01G031300V5,,,CHLRE_01G020223V5,CHLRE_02G074250V5,CHLRE_01G016450V5,CHLRE_01G043050V5,,,CHLRE_01G020575V5,5720443.0,5728909.0,,5719074.0,5717691.0,5724315.0,,,,5716126.0,5723018.0,5716664.0,5728890.0
CHLRE_01G025983V5,CHLRE_13G605200V5,,CHLRE_01G030350V5,,CHLRE_01G031900V5,,,CHLRE_01G020264V5,CHLRE_02G074700V5,CHLRE_01G016600V5,CHLRE_01G044000V5,,,CHLRE_01G021251V5,5728876.0,,,5723967.0,5715654.0,5727739.0,,,,5716894.0,5724894.0,5715112.0,5723076.0
CHLRE_01G026050V5,CHLRE_14G609250V5,,CHLRE_01G030450V5,,CHLRE_01G032250V5,,,CHLRE_01G020575V5,CHLRE_02G075600V5,CHLRE_01G016800V5,CHLRE_01G044800V5,,,CHLRE_01G021400V5,5726320.0,,,5717818.0,5728449.0,5719189.0,,,,5726611.0,5716266.0,5715151.0,5728923.0
CHLRE_01G026350V5,CHLRE_14G610250V5,,CHLRE_01G030500V5,,CHLRE_01G032600V5,,,CHLRE_01G020750V5,CHLRE_02G076150V5,CHLRE_01G016900V5,CHLRE_01G045601V5,,,CHLRE_01G021550V5,5721118.0,,,5723848.0,5728766.0,5717694.0,,,,5719599.0,5716318.0,5728013.0,5725731.0
CHLRE_01G026450V5,CHLRE_14G611000V5,,CHLRE_01G030550V5,,CHLRE_01G032850V5,,,CHLRE_01G020800V5,CHLRE_02G076600V5,CHLRE_01G017500V5,CHLRE_01G046800V5,,,CHLRE_01G021600V5,5725857.0,,,5726947.0,5726223.0,5719097.0,,,,5726491.0,5716449.0,5716534.0,5727018.0
CHLRE_01G026550V5,CHLRE_14G618400V5,,CHLRE_01G030600V5,,CHLRE_01G033350V5,,,CHLRE_01G020887V5,CHLRE_02G077800V5,CHLRE_01G017650V5,CHLRE_01G047700V5,,,CHLRE_01G022200V5,5726633.0,,,5725392.0,5722422.0,5728976.0,,,,5727870.0,5716454.0,5726865.0,5726466.0
CHLRE_01G027050V5,CHLRE_14G621150V5,,CHLRE_01G030650V5,,CHLRE_01G034000V5,,,CHLRE_01G021200V5,CHLRE_02G078100V5,CHLRE_01G018150V5,CHLRE_01G047950V5,,,CHLRE_01G022250V5,5721804.0,,,5727029.0,5725629.0,5723564.0,,,,5721139.0,5716466.0,5721713.0,5722108.0
CHLRE_01G027300V5,CHLRE_14G623403V5,,CHLRE_01G030700V5,,CHLRE_01G034050V5,,,CHLRE_01G021400V5,CHLRE_02G078750V5,CHLRE_01G018350V5,CHLRE_01G048600V5,,,CHLRE_01G022400V5,5721507.0,,,5716471.0,5717990.0,5727504.0,,,,5717531.0,5716482.0,5726058.0,5725243.0
CHLRE_01G027500V5,CHLRE_14G626400V5,,CHLRE_01G030750V5,,CHLRE_01G035500V5,,,CHLRE_01G021450V5,CHLRE_02G078939V5,CHLRE_01G018450V5,CHLRE_01G049500V5,,,CHLRE_01G022600V5,5715918.0,,,5728519.0,5725832.0,5727512.0,,,,5717531.0,5716484.0,5717470.0,5725094.0
CHLRE_01G027650V5,CHLRE_14G632450V5,,CHLRE_01G030800V5,,CHLRE_01G035600V5,,,CHLRE_01G021550V5,CHLRE_02G079050V5,CHLRE_01G018500V5,CHLRE_01G050850V5,,,CHLRE_01G022850V5,5723222.0,,,5724824.0,5718089.0,5719998.0,,,,5728641.0,5717133.0,5722220.0,5720021.0
CHLRE_01G027800V5,CHLRE_14G632847V5,,CHLRE_01G030850V5,,CHLRE_01G035950V5,,,CHLRE_01G021600V5,CHLRE_02G080300V5,CHLRE_01G018550V5,CHLRE_01G051350V5,,,CHLRE_01G022900V5,5721367.0,,,5723239.0,5726955.0,5727218.0,,,,5728641.0,5717168.0,5725156.0,5722573.0
CHLRE_01G028000V5,CHLRE_15G639350V5,,CHLRE_01G030900V5,,CHLRE_01G036300V5,,,CHLRE_01G021750V5,CHLRE_02G080350V5,CHLRE_01G018800V5,CHLRE_01G052000V5,,,CHLRE_01G023050V5,5727858.0,,,5724843.0,5727901.0,5716503.0,,,,5726295.0,5717177.0,5726845.0,5716894.0
CHLRE_01G028500V5,CHLRE_02G141746V5,,CHLRE_01G031050V5,,CHLRE_01G037000V5,,,CHLRE_01G021850V5,CHLRE_02G080650V5,CHLRE_01G018850V5,CHLRE_01G055416V5,,,CHLRE_01G023350V5,5727403.0,,,5716782.0,5722307.0,5715517.0,,,,5715407.0,5721749.0,5715740.0,5727584.0
CHLRE_01G028550V5,CHLRE_16G693819V5,,CHLRE_01G031100V5,,CHLRE_01G037550V5,,,CHLRE_01G022100V5,CHLRE_02G081200V5,CHLRE_01G018900V5,CHLRE_01G055444V5,,,CHLRE_01G023450V5,5718880.0,,,5717305.0,5728219.0,5728257.0,,,,5722772.0,5721766.0,5716255.0,5718476.0
CHLRE_01G028850V5,CHLRE_16G690900V5,,CHLRE_01G031200V5,,CHLRE_01G037700V5,,,CHLRE_01G022150V5,CHLRE_02G081550V5,CHLRE_01G019000V5,CHLRE_01G055465V5,,,CHLRE_01G024500V5,5722617.0,,,5715118.0,5723284.0,5722020.0,,,,5727515.0,5721776.0,5717009.0,5726491.0
CHLRE_01G028900V5,CHLRE_16G648700V5,,CHLRE_01G031250V5,,CHLRE_01G038600V5,,,CHLRE_01G022200V5,CHLRE_02G081900V5,CHLRE_01G019051V5,CHLRE_01G055469V5,,,CHLRE_01G025700V5,5722098.0,,,5720282.0,5728302.0,5722171.0,,,,5724130.0,5721781.0,5725115.0,5717155.0
CHLRE_01G028950V5,CHLRE_16G662450V5,,CHLRE_01G031300V5,,CHLRE_01G039050V5,,,CHLRE_01G022250V5,CHLRE_02G082150V5,CHLRE_01G019100V5,CHLRE_01G057061V5,,,CHLRE_01G025850V5,5720553.0,,,5722280.0,5721212.0,5727995.0,,,,5724241.0,5721835.0,5715136.0,5727870.0
CHLRE_01G029400V5,CHLRE_16G684000V5,,CHLRE_01G031750V5,,CHLRE_01G039300V5,,,CHLRE_01G022350V5,CHLRE_02G082800V5,CHLRE_01G019250V5,CHLRE_01G063267V5,,,CHLRE_01G026700V5,5721155.0,,,5715086.0,5722109.0,5724349.0,,,,5715302.0,5721892.0,5719044.0,5727734.0
CHLRE_01G029450V5,CHLRE_16G682050V5,,CHLRE_01G031800V5,,CHLRE_01G039900V5,,,CHLRE_01G022600V5,CHLRE_02G082950V5,CHLRE_01G019650V5,CHLRE_01G066552V5,,,CHLRE_01G026750V5,5724384.0,,,5724440.0,5725643.0,5725701.0,,,,5728464.0,5721901.0,5715175.0,5728751.0
CHLRE_01G029650V5,CHLRE_16G674850V5,,CHLRE_01G031951V5,,CHLRE_01G040100V5,,,CHLRE_01G022750V5,CHLRE_02G083065V5,CHLRE_01G019850V5,CHLRE_02G074000V5,,,CHLRE_01G027050V5,5718003.0,,,5722051.0,5726149.0,5728331.0,,,,5722612.0,5721930.0,5720626.0,5725238.0
CHLRE_01G030000V5,CHLRE_16G675076V5,,CHLRE_01G032050V5,,CHLRE_01G041256V5,,,CHLRE_01G022900V5,CHLRE_02G083850V5,CHLRE_01G019950V5,CHLRE_02G074200V5,,,CHLRE_01G027150V5,5719686.0,,,5717855.0,5725561.0,5722818.0,,,,5718474.0,5721954.0,5728383.0,5717531.0
CHLRE_01G030450V5,CHLRE_16G677205V5,,CHLRE_01G032150V5,,CHLRE_01G041550V5,,,CHLRE_01G023050V5,CHLRE_02G083900V5,CHLRE_01G020223V5,CHLRE_02G074700V5,,,CHLRE_01G027250V5,5726217.0,,,5719302.0,5723704.0,5716857.0,,,,5721463.0,5721959.0,5720443.0,5717531.0
CHLRE_01G030550V5,CHLRE_16G688975V5,,CHLRE_01G032250V5,,CHLRE_01G041752V5,,,CHLRE_01G023150V5,CHLRE_02G084550V5,CHLRE_01G020575V5,CHLRE_02G074900V5,,,CHLRE_01G027400V5,5722372.0,,,5722490.0,5716210.0,5728217.0,,,,5726850.0,5721962.0,5721118.0,5728641.0
CHLRE_01G030800V5,CHLRE_16G691552V5,,CHLRE_01G032300V5,,CHLRE_01G041950V5,,,CHLRE_01G023350V5,CHLRE_02G085050V5,CHLRE_01G020918V5,CHLRE_02G075200V5,,,CHLRE_01G027500V5,5721859.0,,,5728957.0,5724466.0,5726198.0,,,,5728727.0,5721972.0,5727696.0,5728641.0
CHLRE_01G030850V5,CHLRE_17G698150V5,,CHLRE_01G032800V5,,CHLRE_01G042200V5,,,CHLRE_01G023450V5,CHLRE_02G085200V5,CHLRE_01G021350V5,CHLRE_02G075850V5,,,CHLRE_01G027650V5,5726979.0,,,5720649.0,5725906.0,5723140.0,,,,5718053.0,5723807.0,5724777.0,5722674.0
CHLRE_01G031004V5,CHLRE_17G724000V5,,CHLRE_01G032900V5,,CHLRE_01G042700V5,,,CHLRE_01G023650V5,CHLRE_02G085300V5,CHLRE_01G021700V5,CHLRE_02G076150V5,,,CHLRE_01G027850V5,5718543.0,,,5724605.0,5728697.0,5721323.0,,,,5716698.0,5723810.0,5715225.0,5717023.0
CHLRE_01G031200V5,CHLRE_17G731800V5,,CHLRE_01G033000V5,,CHLRE_01G043150V5,,,CHLRE_01G024200V5,CHLRE_02G086456V5,CHLRE_01G022150V5,CHLRE_02G076600V5,,,CHLRE_01G028000V5,5722796.0,,,5715834.0,5719938.0,5716560.0,,,,5724572.0,5725955.0,5723222.0,5720510.0
CHLRE_01G031250V5,CHLRE_17G738000V5,,CHLRE_01G033350V5,,CHLRE_01G043200V5,,,CHLRE_01G024350V5,CHLRE_02G086500V5,CHLRE_01G022350V5,CHLRE_02G077300V5,,,CHLRE_01G028500V5,5726949.0,,,5718617.0,5728301.0,5718227.0,,,,5723462.0,5726000.0,5723063.0,5719077.0
CHLRE_01G031300V5,,,CHLRE_01G033450V5,,CHLRE_01G043250V5,,,CHLRE_01G024650V5,CHLRE_02G087950V5,CHLRE_01G022600V5,CHLRE_02G077800V5,,,CHLRE_01G028850V5,5719298.0,,,5728072.0,5722995.0,5715325.0,,,,5725922.0,5726011.0,5717232.0,5716047.0
CHLRE_01G031700V5,,,CHLRE_01G033550V5,,CHLRE_01G043850V5,,,CHLRE_01G025000V5,CHLRE_02G088400V5,CHLRE_01G022900V5,CHLRE_02G078150V5,,,CHLRE_01G028950V5,5716597.0,,,5728677.0,5722793.0,5723331.0,,,,5716664.0,5726025.0,5726893.0,5728012.0
