CC2344-L1,CC2344-L2,CC2344-L3,CC2344-L4,CC2344-L5,CC2344-L6,CC2344-L7,CC2344-L8,CC2344-L9,CC2344-L10,CC2344-L11,CC2344-L12,CC2344-L13,CC2344-L14,CC2344-L15,CC2931-L1,CC2931-L2,CC2931-L3,CC2931-L4,CC2931-L5,CC2931-L6,CC2931-L7,CC2931-L9,CC2931-L10,CC2931-L11,CC2931-L13,CC2931-L14,CC2931-L15
CHLRE_06G302700V5,,,CHLRE_07G346400V5,,CHLRE_08G382350V5,,,CHLRE_04G224150V5,,CHLRE_06G260250V5,CHLRE_14G622900V5,,,CHLRE_07G318300V5,,,,,,,,,,,,,
CHLRE_06G302750V5,,,CHLRE_07G346698V5,,CHLRE_08G382560V5,,,CHLRE_04G224200V5,,CHLRE_06G260350V5,CHLRE_14G623100V5,,,CHLRE_07G318950V5,,,,,,,,,,,,,
CHLRE_06G302950V5,,,CHLRE_07G346750V5,,CHLRE_08G382850V5,,,CHLRE_04G224250V5,,CHLRE_06G260550V5,CHLRE_14G623850V5,,,CHLRE_07G319100V5,,,,,,,,,,,,,
CHLRE_06G303000V5,,,CHLRE_07G347750V5,,CHLRE_08G383200V5,,,CHLRE_04G224350V5,,CHLRE_06G260600V5,CHLRE_14G624000V5,,,CHLRE_07G319150V5,,,,,,,,,,,,,
CHLRE_06G303751V5,,,CHLRE_07G347980V5,,CHLRE_08G383300V5,,,CHLRE_04G224400V5,,CHLRE_06G260650V5,CHLRE_14G624650V5,,,CHLRE_07G319226V5,,,,,,,,,,,,,
CHLRE_06G303800V5,,,CHLRE_07G348250V5,,CHLRE_08G383500V5,,,CHLRE_04G224500V5,,CHLRE_06G260700V5,CHLRE_14G624750V5,,,CHLRE_07G319300V5,,,,,,,,,,,,,
CHLRE_06G303850V5,,,CHLRE_07G348400V5,,CHLRE_08G383600V5,,,CHLRE_04G224550V5,,CHLRE_06G260800V5,CHLRE_14G624800V5,,,CHLRE_07G319452V5,,,,,,,,,,,,,
CHLRE_06G303950V5,,,CHLRE_07G348650V5,,CHLRE_08G385200V5,,,CHLRE_04G224600V5,,CHLRE_06G260850V5,CHLRE_14G625400V5,,,CHLRE_07G319850V5,,,,,,,,,,,,,
CHLRE_06G304000V5,,,CHLRE_07G349119V5,,CHLRE_08G385250V5,,,CHLRE_04G224650V5,,CHLRE_06G260950V5,CHLRE_14G625600V5,,,CHLRE_07G320150V5,,,,,,,,,,,,,
CHLRE_06G304100V5,,,CHLRE_07G350867V5,,CHLRE_08G385400V5,,,CHLRE_04G224700V5,,CHLRE_06G261000V5,CHLRE_14G625650V5,,,CHLRE_07G320250V5,,,,,,,,,,,,,
CHLRE_06G304150V5,,,CHLRE_07G351000V5,,CHLRE_08G385550V5,,,CHLRE_04G224750V5,,CHLRE_06G261026V5,CHLRE_14G626350V5,,,CHLRE_07G320300V5,,,,,,,,,,,,,
CHLRE_06G304250V5,,,CHLRE_07G351750V5,,CHLRE_08G385600V5,,,CHLRE_04G224800V5,,CHLRE_06G261300V5,CHLRE_14G627100V5,,,CHLRE_07G320350V5,,,,,,,,,,,,,
CHLRE_06G304300V5,,,CHLRE_07G351850V5,,CHLRE_08G386100V5,,,CHLRE_04G224850V5,,CHLRE_06G261450V5,CHLRE_14G628000V5,,,CHLRE_07G320550V5,,,,,,,,,,,,,
CHLRE_06G304500V5,,,CHLRE_07G352300V5,,CHLRE_09G386143V5,,,CHLRE_04G225000V5,,CHLRE_06G261500V5,CHLRE_14G628200V5,,,CHLRE_07G321250V5,,,,,,,,,,,,,
CHLRE_06G304600V5,,,CHLRE_07G352750V5,,CHLRE_09G386731V5,,,CHLRE_04G225050V5,,CHLRE_06G261650V5,CHLRE_14G629000V5,,,CHLRE_07G321300V5,,,,,,,,,,,,,
CHLRE_06G304850V5,,,CHLRE_07G352800V5,,CHLRE_18G749697V5,,,CHLRE_04G225200V5,,CHLRE_06G262050V5,CHLRE_14G629750V5,,,CHLRE_07G321350V5,,,,,,,,,,,,,
CHLRE_06G305200V5,,,CHLRE_07G352850V5,,CHLRE_18G749197V5,,,CHLRE_04G225250V5,,CHLRE_06G262100V5,CHLRE_14G630350V5,,,CHLRE_07G321750V5,,,,,,,,,,,,,
CHLRE_06G305251V5,,,CHLRE_07G352900V5,,CHLRE_18G748897V5,,,CHLRE_04G225600V5,,CHLRE_06G262150V5,CHLRE_14G630500V5,,,CHLRE_07G321800V5,,,,,,,,,,,,,
CHLRE_06G305450V5,,,CHLRE_07G353000V5,,CHLRE_18G748447V5,,,CHLRE_04G225700V5,,CHLRE_06G262250V5,CHLRE_14G630787V5,,,CHLRE_07G321850V5,,,,,,,,,,,,,
CHLRE_06G305500V5,,,CHLRE_07G353100V5,,CHLRE_18G748297V5,,,CHLRE_04G225750V5,,CHLRE_06G262750V5,CHLRE_14G630799V5,,,CHLRE_07G321951V5,,,,,,,,,,,,,
CHLRE_06G305750V5,,,CHLRE_07G353150V5,,CHLRE_18G748097V5,,,CHLRE_04G225800V5,,CHLRE_06G262850V5,CHLRE_14G631050V5,,,CHLRE_07G322050V5,,,,,,,,,,,,,
CHLRE_06G306200V5,,,CHLRE_07G353200V5,,CHLRE_09G405050V5,,,CHLRE_04G225850V5,,CHLRE_06G262900V5,CHLRE_14G632400V5,,,CHLRE_07G322100V5,,,,,,,,,,,,,
CHLRE_06G306400V5,,,CHLRE_07G353300V5,,CHLRE_09G404550V5,,,CHLRE_04G225900V5,,CHLRE_06G263050V5,CHLRE_14G632501V5,,,CHLRE_07G322300V5,,,,,,,,,,,,,
CHLRE_06G306800V5,,,CHLRE_07G353350V5,,CHLRE_09G403500V5,,,CHLRE_04G225950V5,,CHLRE_06G263100V5,CHLRE_14G632600V5,,,CHLRE_07G322450V5,,,,,,,,,,,,,
CHLRE_06G306850V5,,,CHLRE_07G353400V5,,CHLRE_09G402402V5,,,CHLRE_04G226050V5,,CHLRE_06G263150V5,CHLRE_14G632750V5,,,CHLRE_07G323200V5,,,,,,,,,,,,,
CHLRE_06G307250V5,,,CHLRE_07G353550V5,,CHLRE_09G401600V5,,,CHLRE_04G226100V5,,CHLRE_06G263250V5,CHLRE_14G633450V5,,,CHLRE_07G323500V5,,,,,,,,,,,,,
CHLRE_06G307450V5,,,CHLRE_07G353650V5,,CHLRE_09G401450V5,,,CHLRE_04G226114V5,,CHLRE_06G263450V5,CHLRE_14G633550V5,,,CHLRE_07G323600V5,,,,,,,,,,,,,
CHLRE_06G307700V5,,,CHLRE_07G354000V5,,CHLRE_09G401350V5,,,CHLRE_04G226200V5,,CHLRE_06G263500V5,CHLRE_14G633750V5,,,CHLRE_07G323650V5,,,,,,,,,,,,,
CHLRE_06G307850V5,,,CHLRE_07G354100V5,,CHLRE_09G401022V5,,,CHLRE_04G226450V5,,CHLRE_06G263550V5,CHLRE_14G633789V5,,,CHLRE_07G324200V5,,,,,,,,,,,,,
CHLRE_06G307950V5,,,CHLRE_07G354150V5,,CHLRE_09G400800V5,,,CHLRE_04G226500V5,,CHLRE_06G263600V5,CHLRE_15G634600V5,,,CHLRE_07G324450V5,,,,,,,,,,,,,
CHLRE_06G308050V5,,,CHLRE_07G354200V5,,CHLRE_09G400750V5,,,CHLRE_04G226600V5,,CHLRE_06G263650V5,CHLRE_15G634650V5,,,CHLRE_07G324500V5,,,,,,,,,,,,,
CHLRE_06G308150V5,,,CHLRE_07G354301V5,,CHLRE_09G400700V5,,,CHLRE_04G226700V5,,CHLRE_06G263750V5,CHLRE_15G634750V5,,,CHLRE_07G325050V5,,,,,,,,,,,,,
CHLRE_06G308200V5,,,CHLRE_07G354350V5,,CHLRE_09G400150V5,,,CHLRE_04G226800V5,,CHLRE_06G263800V5,CHLRE_15G634855V5,,,CHLRE_07G325713V5,,,,,,,,,,,,,
CHLRE_06G308300V5,,,CHLRE_07G354500V5,,CHLRE_09G399908V5,,,CHLRE_04G226850V5,,CHLRE_06G264000V5,CHLRE_15G636300V5,,,CHLRE_07G325719V5,,,,,,,,,,,,,
CHLRE_06G308350V5,,,CHLRE_07G354600V5,,CHLRE_09G399912V5,,,CHLRE_04G227000V5,,CHLRE_06G264200V5,CHLRE_15G636800V5,,,CHLRE_07G325731V5,,,,,,,,,,,,,
CHLRE_06G308850V5,,,CHLRE_07G354750V5,,CHLRE_09G399551V5,,,CHLRE_04G227050V5,,CHLRE_06G264400V5,CHLRE_15G637700V5,,,CHLRE_07G325738V5,,,,,,,,,,,,,
CHLRE_06G308900V5,,,CHLRE_07G354800V5,,CHLRE_09G399350V5,,,CHLRE_04G227200V5,,CHLRE_06G264850V5,CHLRE_15G637750V5,,,CHLRE_07G325742V5,,,,,,,,,,,,,
CHLRE_06G309100V5,,,CHLRE_07G355100V5,,CHLRE_09G399250V5,,,CHLRE_04G227450V5,,CHLRE_06G265850V5,CHLRE_15G637761V5,,,CHLRE_07G325749V5,,,,,,,,,,,,,
CHLRE_06G309350V5,,,CHLRE_07G355150V5,,CHLRE_09G399150V5,,,CHLRE_04G227500V5,,CHLRE_06G265900V5,CHLRE_15G640100V5,,,CHLRE_07G326350V5,,,,,,,,,,,,,
CHLRE_06G309800V5,,,CHLRE_07G355250V5,,CHLRE_09G399000V5,,,CHLRE_04G227550V5,,CHLRE_06G266383V5,CHLRE_15G640101V5,,,CHLRE_07G326450V5,,,,,,,,,,,,,
CHLRE_06G310000V5,,,CHLRE_07G355350V5,,CHLRE_09G398900V5,,,CHLRE_04G227568V5,,CHLRE_06G266800V5,CHLRE_15G641200V5,,,CHLRE_07G326500V5,,,,,,,,,,,,,
CHLRE_06G310650V5,,,CHLRE_07G355400V5,,CHLRE_09G398700V5,,,CHLRE_04G227600V5,,CHLRE_06G266900V5,CHLRE_15G641282V5,,,CHLRE_07G326650V5,,,,,,,,,,,,,
CHLRE_06G310950V5,,,CHLRE_07G355466V5,,CHLRE_09G398050V5,,,CHLRE_52G761647V5,,CHLRE_06G266950V5,CHLRE_19G750297V5,,,CHLRE_07G326700V5,,,,,,,,,,,,,
CHLRE_06G311400V5,,,CHLRE_07G355500V5,,CHLRE_09G397900V5,,,CHLRE_04G227650V5,,CHLRE_06G267100V5,CHLRE_19G751297V5,,,CHLRE_07G327079V5,,,,,,,,,,,,,
CHLRE_06G311450V5,,,CHLRE_07G355550V5,,CHLRE_09G397803V5,,,CHLRE_04G227900V5,,CHLRE_06G267150V5,CHLRE_02G141666V5,,,CHLRE_07G327100V5,,,,,,,,,,,,,
CHLRE_06G311500V5,,,CHLRE_07G355800V5,,CHLRE_09G397550V5,,,CHLRE_04G227950V5,,CHLRE_06G267200V5,CHLRE_02G141746V5,,,CHLRE_07G327150V5,,,,,,,,,,,,,
CHLRE_06G311650V5,,,CHLRE_07G355850V5,,CHLRE_09G397250V5,,,CHLRE_04G228000V5,,CHLRE_06G267250V5,CHLRE_15G643503V5,,,CHLRE_07G327200V5,,,,,,,,,,,,,
CHLRE_07G312300V5,,,CHLRE_07G355900V5,,CHLRE_09G396800V5,,,CHLRE_04G228050V5,,CHLRE_06G267300V5,CHLRE_02G141106V5,,,CHLRE_07G327650V5,,,,,,,,,,,,,
CHLRE_07G312900V5,,,CHLRE_07G355950V5,,CHLRE_09G396400V5,,,CHLRE_04G228150V5,,CHLRE_06G267350V5,CHLRE_17G734628V5,,,CHLRE_07G327800V5,,,,,,,,,,,,,
CHLRE_07G313050V5,,,CHLRE_07G356050V5,,CHLRE_09G396350V5,,,CHLRE_04G228300V5,,CHLRE_06G267500V5,CHLRE_17G734516V5,,,CHLRE_07G328500V5,,,,,,,,,,,,,
CHLRE_07G313500V5,,,CHLRE_07G356200V5,,CHLRE_09G396200V5,,,CHLRE_04G228450V5,,CHLRE_06G267600V5,CHLRE_17G734250V5,,,CHLRE_07G328750V5,,,,,,,,,,,,,
CHLRE_07G313900V5,,,CHLRE_07G356250V5,,CHLRE_09G396150V5,,,CHLRE_04G228550V5,,CHLRE_06G267800V5,CHLRE_17G733950V5,,,CHLRE_07G328850V5,,,,,,,,,,,,,
CHLRE_07G314200V5,,,CHLRE_07G356350V5,,CHLRE_09G396100V5,,,CHLRE_04G228600V5,,CHLRE_06G267850V5,CHLRE_02G143587V5,,,CHLRE_07G328950V5,,,,,,,,,,,,,
CHLRE_07G314351V5,,,CHLRE_07G356400V5,,CHLRE_09G395850V5,,,CHLRE_04G228675V5,,CHLRE_06G268200V5,CHLRE_16G695100V5,,,CHLRE_07G329050V5,,,,,,,,,,,,,
CHLRE_07G314400V5,,,CHLRE_07G356500V5,,CHLRE_09G395800V5,,,CHLRE_04G228750V5,,CHLRE_06G268450V5,CHLRE_16G695050V5,,,CHLRE_07G329300V5,,,,,,,,,,,,,
CHLRE_07G314450V5,,,CHLRE_07G356550V5,,CHLRE_09G395750V5,,,CHLRE_04G228800V5,,CHLRE_06G268550V5,CHLRE_16G694850V5,,,CHLRE_07G329550V5,,,,,,,,,,,,,
CHLRE_07G314500V5,,,CHLRE_07G356700V5,,CHLRE_09G395450V5,,,CHLRE_04G228850V5,,CHLRE_06G268700V5,CHLRE_16G694500V5,,,CHLRE_07G329650V5,,,,,,,,,,,,,
CHLRE_07G314800V5,,,CHLRE_07G356850V5,,CHLRE_09G395200V5,,,CHLRE_04G229000V5,,CHLRE_06G268750V5,CHLRE_16G694207V5,,,CHLRE_07G329900V5,,,,,,,,,,,,,
CHLRE_07G315000V5,,,CHLRE_07G356900V5,,CHLRE_09G395000V5,,,CHLRE_04G229026V5,,CHLRE_06G268850V5,CHLRE_16G693900V5,,,CHLRE_07G330600V5,,,,,,,,,,,,,
CHLRE_07G315450V5,,,CHLRE_07G356960V5,,CHLRE_09G394200V5,,,CHLRE_04G229050V5,,CHLRE_06G268950V5,CHLRE_16G693601V5,,,CHLRE_07G330750V5,,,,,,,,,,,,,
CHLRE_07G315900V5,,,CHLRE_07G357000V5,,CHLRE_09G393800V5,,,CHLRE_04G229163V5,,CHLRE_06G269000V5,CHLRE_16G692902V5,,,CHLRE_07G331050V5,,,,,,,,,,,,,
CHLRE_07G315950V5,,,CHLRE_07G357157V5,,CHLRE_09G393750V5,,,CHLRE_04G229350V5,,CHLRE_06G269350V5,CHLRE_16G691450V5,,,CHLRE_07G331114V5,,,,,,,,,,,,,
CHLRE_07G316000V5,,,CHLRE_07G357200V5,,CHLRE_09G393450V5,,,CHLRE_04G229550V5,,CHLRE_06G269450V5,CHLRE_16G690700V5,,,CHLRE_07G331962V5,,,,,,,,,,,,,
CHLRE_07G316800V5,,,CHLRE_07G357250V5,,CHLRE_09G393250V5,,,CHLRE_04G229650V5,,CHLRE_06G269650V5,CHLRE_16G647800V5,,,CHLRE_07G332050V5,,,,,,,,,,,,,
CHLRE_07G317100V5,,,CHLRE_07G357350V5,,CHLRE_09G393200V5,,,CHLRE_04G229948V5,,CHLRE_06G269801V5,CHLRE_16G647950V5,,,CHLRE_07G332550V5,,,,,,,,,,,,,
CHLRE_07G317750V5,,,CHLRE_07G357400V5,,CHLRE_09G393150V5,,,CHLRE_04G230046V5,,CHLRE_06G269865V5,CHLRE_16G648350V5,,,CHLRE_07G332901V5,,,,,,,,,,,,,
CHLRE_07G318200V5,,,CHLRE_07G357550V5,,CHLRE_09G392800V5,,,CHLRE_04G230144V5,,CHLRE_06G269950V5,CHLRE_16G649050V5,,,CHLRE_07G333400V5,,,,,,,,,,,,,
CHLRE_07G318300V5,,,CHLRE_07G357700V5,,CHLRE_09G391050V5,,,CHLRE_04G230242V5,,CHLRE_06G270550V5,CHLRE_16G650200V5,,,CHLRE_07G333450V5,,,,,,,,,,,,,
CHLRE_07G318400V5,,,CHLRE_07G357750V5,,CHLRE_09G390850V5,,,CHLRE_04G230340V5,,CHLRE_06G270600V5,CHLRE_16G650400V5,,,CHLRE_07G333535V5,,,,,,,,,,,,,
CHLRE_07G318850V5,,,CHLRE_07G357850V5,,CHLRE_09G390700V5,,,CHLRE_04G230438V5,,CHLRE_06G270650V5,CHLRE_16G650500V5,,,CHLRE_07G334350V5,,,,,,,,,,,,,
CHLRE_07G318950V5,,,CHLRE_07G357900V5,,CHLRE_09G390350V5,,,CHLRE_04G230536V5,,CHLRE_06G270700V5,CHLRE_16G650550V5,,,CHLRE_07G334400V5,,,,,,,,,,,,,
CHLRE_07G319100V5,,,CHLRE_07G357950V5,,CHLRE_09G390300V5,,,CHLRE_04G230928V5,,CHLRE_06G270900V5,CHLRE_16G651650V5,,,CHLRE_07G334575V5,,,,,,,,,,,,,
CHLRE_07G319150V5,,,CHLRE_40G760147V5,,CHLRE_09G393395V5,,,CHLRE_04G231124V5,,CHLRE_06G270950V5,CHLRE_16G652450V5,,,CHLRE_07G334650V5,,,,,,,,,,,,,
CHLRE_07G319226V5,,,CHLRE_08G358532V5,,CHLRE_09G393432V5,,,CHLRE_04G231222V5,,CHLRE_06G271188V5,CHLRE_16G652900V5,,,CHLRE_07G334750V5,,,,,,,,,,,,,
CHLRE_07G319250V5,,,CHLRE_08G358559V5,,CHLRE_09G393469V5,,,CHLRE_04G231614V5,,CHLRE_06G271200V5,CHLRE_16G654700V5,,,CHLRE_07G334950V5,,,,,,,,,,,,,
CHLRE_07G319300V5,,,CHLRE_08G358580V5,,CHLRE_09G393654V5,,,CHLRE_04G231908V5,,CHLRE_06G271700V5,CHLRE_16G655500V5,,,CHLRE_07G335000V5,,,,,,,,,,,,,
CHLRE_07G319452V5,,,CHLRE_08G358850V5,,CHLRE_09G393991V5,,,CHLRE_04G232006V5,,CHLRE_06G271900V5,CHLRE_16G655900V5,,,CHLRE_07G335150V5,,,,,,,,,,,,,
CHLRE_07G319600V5,,,CHLRE_08G359051V5,,CHLRE_09G394658V5,,,CHLRE_04G232202V5,,CHLRE_06G271950V5,CHLRE_16G656150V5,,,CHLRE_07G335200V5,,,,,,,,,,,,,
CHLRE_07G319650V5,,,CHLRE_08G359450V5,,CHLRE_09G394917V5,,,CHLRE_04G232502V5,,CHLRE_06G272000V5,CHLRE_16G656400V5,,,CHLRE_07G335550V5,,,,,,,,,,,,,
CHLRE_07G319701V5,,,CHLRE_08G360001V5,,CHLRE_09G394991V5,,,CHLRE_04G232802V5,,CHLRE_06G272050V5,CHLRE_16G657200V5,,,CHLRE_07G336200V5,,,,,,,,,,,,,
CHLRE_07G320050V5,,,CHLRE_08G360350V5,,CHLRE_09G395251V5,,,CHLRE_04G233003V5,,CHLRE_06G272500V5,CHLRE_16G657250V5,,,CHLRE_07G337100V5,,,,,,,,,,,,,
CHLRE_07G320350V5,,,CHLRE_08G363837V5,,CHLRE_09G395621V5,,,CHLRE_04G233102V5,,CHLRE_06G272650V5,CHLRE_16G657300V5,,,CHLRE_07G338950V5,,,,,,,,,,,,,
CHLRE_07G320750V5,,,CHLRE_08G363950V5,,CHLRE_09G396252V5,,,CHLRE_04G233202V5,,CHLRE_06G272750V5,CHLRE_16G657350V5,,,CHLRE_07G339000V5,,,,,,,,,,,,,
CHLRE_07G320850V5,,,CHLRE_08G364700V5,,CHLRE_09G396363V5,,,CHLRE_04G233302V5,,CHLRE_06G272950V5,CHLRE_16G657650V5,,,CHLRE_07G339050V5,,,,,,,,,,,,,
CHLRE_07G320900V5,,,CHLRE_08G365550V5,,CHLRE_09G396438V5,,,CHLRE_05G241751V5,,CHLRE_06G273100V5,CHLRE_16G658650V5,,,CHLRE_07G339150V5,,,,,,,,,,,,,
CHLRE_07G321250V5,,,CHLRE_08G365720V5,,CHLRE_09G396475V5,,,CHLRE_05G241750V5,,CHLRE_06G273250V5,CHLRE_16G660225V5,,,CHLRE_07G339900V5,,,,,,,,,,,,,
CHLRE_07G321750V5,,,CHLRE_08G365825V5,,CHLRE_09G396735V5,,,CHLRE_05G241850V5,,CHLRE_06G273413V5,CHLRE_16G660390V5,,,CHLRE_07G340600V5,,,,,,,,,,,,,
CHLRE_07G321800V5,,,CHLRE_08G365851V5,,CHLRE_09G396772V5,,,CHLRE_05G241900V5,,CHLRE_06G273450V5,CHLRE_16G660601V5,,,CHLRE_07G340700V5,,,,,,,,,,,,,
CHLRE_07G322000V5,,,CHLRE_08G366400V5,,CHLRE_09G396846V5,,,CHLRE_05G241950V5,,CHLRE_06G273550V5,CHLRE_16G661000V5,,,CHLRE_07G342800V5,,,,,,,,,,,,,
CHLRE_07G322350V5,,,CHLRE_08G366850V5,,CHLRE_09G396920V5,,,CHLRE_05G242000V5,,CHLRE_06G273600V5,CHLRE_16G661200V5,,,CHLRE_07G342000V5,,,,,,,,,,,,,
CHLRE_07G322500V5,,,CHLRE_08G366900V5,,CHLRE_09G396957V5,,,CHLRE_05G242050V5,,CHLRE_06G273700V5,CHLRE_16G661300V5,,,CHLRE_07G341700V5,,,,,,,,,,,,,
CHLRE_07G322650V5,,,CHLRE_08G367250V5,,CHLRE_09G397512V5,,,CHLRE_05G242100V5,,CHLRE_06G273750V5,CHLRE_16G662300V5,,,CHLRE_07G340850V5,,,,,,,,,,,,,
CHLRE_07G322800V5,,,CHLRE_08G368350V5,,CHLRE_09G397623V5,,,CHLRE_05G242200V5,,CHLRE_06G273800V5,CHLRE_16G662350V5,,,CHLRE_07G341952V5,,,,,,,,,,,,,
CHLRE_07G322884V5,,,CHLRE_08G368800V5,,CHLRE_09G397660V5,,,CHLRE_05G242500V5,,CHLRE_06G274400V5,CHLRE_16G663500V5,,,CHLRE_07G343150V5,,,,,,,,,,,,,
CHLRE_07G322900V5,,,CHLRE_08G370401V5,,CHLRE_09G397734V5,,,CHLRE_05G242550V5,,CHLRE_06G274450V5,CHLRE_16G664650V5,,,CHLRE_07G344000V5,,,,,,,,,,,,,
CHLRE_07G323050V5,,,CHLRE_08G370601V5,,CHLRE_09G397808V5,,,CHLRE_05G242650V5,,CHLRE_06G274500V5,CHLRE_16G664700V5,,,CHLRE_07G344400V5,,,,,,,,,,,,,
CHLRE_07G323100V5,,,CHLRE_08G372100V5,,CHLRE_09G397956V5,,,CHLRE_05G242856V5,,CHLRE_06G274750V5,CHLRE_16G664750V5,,,CHLRE_07G344450V5,,,,,,,,,,,,,
CHLRE_07G323400V5,,,CHLRE_08G372800V5,,CHLRE_09G399030V5,,,CHLRE_05G242900V5,,CHLRE_06G274950V5,CHLRE_16G665000V5,,,CHLRE_07G344500V5,,,,,,,,,,,,,
CHLRE_07G323650V5,,,CHLRE_08G373100V5,,CHLRE_09G399067V5,,,CHLRE_05G242950V5,,CHLRE_06G274994V5,CHLRE_16G665650V5,,,CHLRE_07G345000V5,,,,,,,,,,,,,
CHLRE_07G323900V5,,,CHLRE_08G373250V5,,CHLRE_09G399363V5,,,CHLRE_05G243000V5,,CHLRE_06G275100V5,CHLRE_16G666334V5,,,CHLRE_07G345700V5,,,,,,,,,,,,,
CHLRE_07G324000V5,,,CHLRE_08G374250V5,,CHLRE_09G399663V5,,,CHLRE_05G243354V5,,CHLRE_06G275150V5,CHLRE_16G670261V5,,,CHLRE_07G346000V5,,,,,,,,,,,,,
CHLRE_07G324200V5,,,CHLRE_08G374800V5,,CHLRE_09G399701V5,,,CHLRE_05G243452V5,,CHLRE_06G275200V5,CHLRE_16G670973V5,,,CHLRE_07G346050V5,,,,,,,,,,,,,
CHLRE_07G324350V5,,,CHLRE_08G375850V5,,CHLRE_09G400404V5,,,CHLRE_05G243451V5,,CHLRE_06G275350V5,CHLRE_16G674534V5,,,CHLRE_07G346150V5,,,,,,,,,,,,,
CHLRE_07G325650V5,,,CHLRE_33G758997V5,,CHLRE_09G400441V5,,,CHLRE_05G243700V5,,CHLRE_06G275650V5,CHLRE_16G676314V5,,,CHLRE_07G346350V5,,,,,,,,,,,,,
CHLRE_07G325711V5,,,CHLRE_08G376650V5,,CHLRE_09G400478V5,,,CHLRE_05G243801V5,,CHLRE_06G275700V5,CHLRE_16G683437V5,,,CHLRE_07G346400V5,,,,,,,,,,,,,
CHLRE_07G325713V5,,,CHLRE_08G378100V5,,CHLRE_09G400516V5,,,CHLRE_05G243950V5,,CHLRE_06G275850V5,CHLRE_16G686285V5,,,CHLRE_07G346550V5,,,,,,,,,,,,,
CHLRE_07G325716V5,,,CHLRE_08G378200V5,,CHLRE_09G400738V5,,,CHLRE_05G244050V5,,CHLRE_06G275900V5,CHLRE_16G688450V5,,,CHLRE_07G346698V5,,,,,,,,,,,,,
CHLRE_07G325730V5,,,CHLRE_08G378300V5,,CHLRE_09G401478V5,,,CHLRE_05G244100V5,,CHLRE_06G276001V5,CHLRE_16G688650V5,,,CHLRE_07G346750V5,,,,,,,,,,,,,
CHLRE_07G325738V5,,,CHLRE_08G378450V5,,CHLRE_09G401738V5,,,CHLRE_05G244150V5,,CHLRE_06G276100V5,CHLRE_16G688700V5,,,CHLRE_07G346800V5,,,,,,,,,,,,,
CHLRE_07G325743V5,,,CHLRE_08G378550V5,,CHLRE_09G402367V5,,,CHLRE_05G244236V5,,CHLRE_06G276500V5,CHLRE_16G670501V5,,,CHLRE_07G347000V5,,,,,,,,,,,,,
CHLRE_07G325749V5,,,CHLRE_08G378850V5,,CHLRE_09G402923V5,,,CHLRE_05G244250V5,,CHLRE_06G276600V5,CHLRE_16G669900V5,,,CHLRE_07G347550V5,,,,,,,,,,,,,
CHLRE_07G325757V5,,,CHLRE_08G379600V5,,CHLRE_09G403219V5,,,CHLRE_05G244400V5,,CHLRE_06G277050V5,CHLRE_16G669850V5,,,CHLRE_07G347750V5,,,,,,,,,,,,,
CHLRE_07G326500V5,,,CHLRE_08G380151V5,,CHLRE_09G405350V5,,,CHLRE_05G244500V5,,CHLRE_06G277200V5,CHLRE_16G669500V5,,,CHLRE_07G347980V5,,,,,,,,,,,,,
CHLRE_07G326600V5,,,CHLRE_08G380500V5,,CHLRE_09G405550V5,,,CHLRE_05G244701V5,,CHLRE_06G277350V5,CHLRE_16G668950V5,,,CHLRE_07G348040V5,,,,,,,,,,,,,
CHLRE_07G326750V5,,,CHLRE_08G380550V5,,CHLRE_09G405600V5,,,CHLRE_05G244700V5,,CHLRE_06G277450V5,CHLRE_16G670754V5,,,CHLRE_07G348350V5,,,,,,,,,,,,,
CHLRE_07G326800V5,,,CHLRE_08G381483V5,,CHLRE_09G405650V5,,,CHLRE_05G244800V5,,CHLRE_06G277750V5,CHLRE_16G687950V5,,,CHLRE_07G348400V5,,,,,,,,,,,,,
CHLRE_07G327079V5,,,CHLRE_08G381900V5,,CHLRE_09G405800V5,,,CHLRE_05G244950V5,,CHLRE_06G277801V5,CHLRE_16G687700V5,,,CHLRE_07G348550V5,,,,,,,,,,,,,
CHLRE_07G327100V5,,,CHLRE_08G382590V5,,CHLRE_09G405850V5,,,CHLRE_05G245102V5,,CHLRE_06G278086V5,CHLRE_16G687400V5,,,CHLRE_07G348700V5,,,,,,,,,,,,,
CHLRE_07G327150V5,,,CHLRE_08G383000V5,,CHLRE_09G405900V5,,,CHLRE_05G245100V5,,CHLRE_06G278090V5,CHLRE_16G687350V5,,,CHLRE_07G349250V5,,,,,,,,,,,,,
CHLRE_07G327650V5,,,CHLRE_08G383101V5,,CHLRE_09G406000V5,,,CHLRE_05G245150V5,,CHLRE_06G278091V5,CHLRE_16G687117V5,,,CHLRE_07G349700V5,,,,,,,,,,,,,
CHLRE_07G327750V5,,,CHLRE_08G383200V5,,CHLRE_09G406050V5,,,CHLRE_05G245350V5,,CHLRE_06G278092V5,CHLRE_16G686900V5,,,CHLRE_07G349750V5,,,,,,,,,,,,,
CHLRE_07G327850V5,,,CHLRE_08G383600V5,,CHLRE_09G406300V5,,,CHLRE_05G245550V5,,CHLRE_06G278097V5,CHLRE_16G686850V5,,,CHLRE_07G350000V5,,,,,,,,,,,,,
CHLRE_07G328000V5,,,CHLRE_08G383650V5,,CHLRE_09G406400V5,,,CHLRE_05G245701V5,,CHLRE_06G278098V5,CHLRE_16G686750V5,,,CHLRE_07G350050V5,,,,,,,,,,,,,
