CC2931-L1,CC2931-L2,CC2931-L3,CC2931-L4,CC2931-L5,CC2931-L6,CC2931-L7,CC2931-L9,CC2931-L10,CC2931-L11,CC2931-L13,CC2931-L14,CC2931-L15
CHLRE_07G331250V5,,,CHLRE_12G541500V5,CHLRE_12G530450V5,CHLRE_24G755797V5,,,,CHLRE_07G345900V5,,CHLRE_06G304150V5,CHLRE_04G225650V5
CHLRE_07G331300V5,,,CHLRE_12G539700V5,CHLRE_12G531400V5,CHLRE_24G755947V5,,,,CHLRE_07G346450V5,,CHLRE_06G304250V5,CHLRE_04G225750V5
CHLRE_07G331800V5,,,CHLRE_12G539650V5,CHLRE_12G532867V5,CHLRE_24G755997V5,,,,CHLRE_07G346800V5,,CHLRE_06G304950V5,CHLRE_04G225850V5
CHLRE_07G332150V5,,,CHLRE_12G545602V5,CHLRE_12G532900V5,CHLRE_05G232200V5,,,,CHLRE_07G348750V5,,CHLRE_06G305000V5,CHLRE_04G225950V5
CHLRE_07G333100V5,,,CHLRE_12G543052V5,CHLRE_12G533100V5,CHLRE_05G232450V5,,,,CHLRE_07G349200V5,,CHLRE_06G305500V5,CHLRE_04G226100V5
CHLRE_07G333150V5,,,CHLRE_12G540927V5,CHLRE_12G534000V5,CHLRE_05G232850V5,,,,CHLRE_07G349250V5,,CHLRE_06G305650V5,CHLRE_04G226500V5
CHLRE_07G334100V5,,,CHLRE_13G563850V5,CHLRE_12G534050V5,CHLRE_05G232950V5,,,,CHLRE_07G349350V5,,CHLRE_06G306400V5,CHLRE_04G226550V5
CHLRE_07G334350V5,,,CHLRE_13G564000V5,CHLRE_12G534151V5,CHLRE_05G233305V5,,,,CHLRE_07G349650V5,,CHLRE_06G306601V5,CHLRE_04G227400V5
CHLRE_07G334700V5,,,CHLRE_13G564050V5,CHLRE_12G534300V5,CHLRE_05G234150V5,,,,CHLRE_07G349700V5,,CHLRE_06G307450V5,CHLRE_04G227500V5
CHLRE_07G334950V5,,,CHLRE_13G567327V5,CHLRE_12G535019V5,CHLRE_05G234200V5,,,,CHLRE_07G350800V5,,CHLRE_06G307551V5,CHLRE_04G227600V5
CHLRE_07G336250V5,,,CHLRE_13G567450V5,CHLRE_12G535950V5,CHLRE_06G248800V5,,,,CHLRE_07G351150V5,,CHLRE_06G307650V5,CHLRE_04G227800V5
CHLRE_07G336350V5,,,CHLRE_13G568350V5,CHLRE_12G536800V5,CHLRE_06G250850V5,,,,CHLRE_07G352300V5,,CHLRE_06G307850V5,CHLRE_04G228100V5
CHLRE_07G336900V5,,,CHLRE_13G569600V5,CHLRE_12G537611V5,CHLRE_06G251250V5,,,,CHLRE_07G352350V5,,CHLRE_06G307900V5,CHLRE_04G228150V5
CHLRE_07G337200V5,,,CHLRE_13G569850V5,CHLRE_12G561300V5,CHLRE_06G251550V5,,,,CHLRE_07G353400V5,,CHLRE_06G307950V5,CHLRE_04G228400V5
CHLRE_07G337582V5,,,CHLRE_13G570350V5,CHLRE_12G559700V5,CHLRE_06G251900V5,,,,CHLRE_07G353850V5,,CHLRE_06G308100V5,CHLRE_04G228600V5
CHLRE_07G337850V5,,,CHLRE_13G570400V5,CHLRE_12G559550V5,CHLRE_06G252800V5,,,,CHLRE_07G353900V5,,CHLRE_06G308150V5,CHLRE_04G228650V5
CHLRE_07G338300V5,,,CHLRE_13G570500V5,CHLRE_12G559300V5,CHLRE_06G252300V5,,,,CHLRE_07G354200V5,,CHLRE_06G308250V5,CHLRE_04G228675V5
CHLRE_07G338650V5,,,CHLRE_13G570751V5,CHLRE_12G559000V5,CHLRE_06G252550V5,,,,CHLRE_07G354500V5,,CHLRE_06G308850V5,CHLRE_04G229026V5
CHLRE_07G338665V5,,,CHLRE_13G570801V5,CHLRE_12G558150V5,CHLRE_06G252700V5,,,,CHLRE_07G355650V5,,CHLRE_06G310150V5,CHLRE_04G229226V5
CHLRE_07G338750V5,,,CHLRE_13G570851V5,CHLRE_12G558000V5,CHLRE_06G254175V5,,,,CHLRE_07G356200V5,,CHLRE_06G310350V5,CHLRE_04G230732V5
CHLRE_07G338850V5,,,CHLRE_13G570900V5,CHLRE_12G557950V5,CHLRE_06G254550V5,,,,CHLRE_07G356400V5,,CHLRE_06G310900V5,CHLRE_04G232402V5
CHLRE_07G338950V5,,,CHLRE_13G570951V5,CHLRE_12G557300V5,CHLRE_06G254917V5,,,,CHLRE_08G358400V5,,CHLRE_06G311300V5,CHLRE_05G242350V5
CHLRE_07G339300V5,,,CHLRE_13G571300V5,CHLRE_12G557100V5,CHLRE_06G255050V5,,,,CHLRE_08G358525V5,,CHLRE_06G311350V5,CHLRE_05G242750V5
CHLRE_07G339400V5,,,CHLRE_13G571400V5,CHLRE_12G555800V5,CHLRE_06G256000V5,,,,CHLRE_08G358531V5,,CHLRE_06G311750V5,CHLRE_05G242856V5
CHLRE_07G339600V5,,,CHLRE_13G573500V5,CHLRE_12G554929V5,CHLRE_06G256250V5,,,,CHLRE_08G358562V5,,CHLRE_07G312050V5,CHLRE_05G242900V5
CHLRE_07G342850V5,,,CHLRE_13G575000V5,CHLRE_12G554550V5,CHLRE_06G256420V5,,,,CHLRE_08G358569V5,,CHLRE_07G313350V5,CHLRE_05G243150V5
CHLRE_07G342150V5,,,CHLRE_13G575600V5,CHLRE_12G552700V5,CHLRE_06G256650V5,,,,CHLRE_08G358500V5,,CHLRE_07G313850V5,CHLRE_05G243353V5
CHLRE_07G341952V5,,,CHLRE_13G575850V5,CHLRE_12G552500V5,CHLRE_06G256700V5,,,,CHLRE_08G358700V5,,CHLRE_07G314300V5,CHLRE_05G243354V5
CHLRE_07G343050V5,,,CHLRE_13G576600V5,CHLRE_12G552006V5,CHLRE_06G257600V5,,,,CHLRE_08G358900V5,,CHLRE_07G314600V5,CHLRE_05G242858V5
CHLRE_07G343150V5,,,CHLRE_13G576650V5,CHLRE_12G551250V5,CHLRE_06G257650V5,,,,CHLRE_08G359650V5,,CHLRE_07G316200V5,CHLRE_05G243550V5
CHLRE_07G343466V5,,,CHLRE_13G577352V5,CHLRE_12G550750V5,CHLRE_06G258100V5,,,,CHLRE_08G360400V5,,CHLRE_07G316450V5,CHLRE_05G243700V5
CHLRE_07G343500V5,,,CHLRE_13G578350V5,CHLRE_12G550650V5,CHLRE_06G258550V5,,,,CHLRE_08G360850V5,,CHLRE_07G317500V5,CHLRE_05G243802V5
CHLRE_07G343800V5,,,CHLRE_13G578550V5,CHLRE_12G550250V5,CHLRE_06G258800V5,,,,CHLRE_08G361600V5,,CHLRE_07G318800V5,CHLRE_05G244100V5
CHLRE_07G344771V5,,,CHLRE_13G579800V5,CHLRE_12G550152V5,CHLRE_06G258900V5,,,,CHLRE_08G361650V5,,CHLRE_07G319650V5,CHLRE_05G244300V5
CHLRE_07G345001V5,,,CHLRE_13G580800V5,CHLRE_12G550000V5,CHLRE_06G258950V5,,,,CHLRE_08G361850V5,,CHLRE_07G319800V5,CHLRE_05G244350V5
CHLRE_07G345500V5,,,CHLRE_13G581850V5,CHLRE_12G549100V5,CHLRE_06G259100V5,,,,CHLRE_08G363500V5,,CHLRE_07G319900V5,CHLRE_05G244400V5
CHLRE_07G345600V5,,,CHLRE_13G583050V5,CHLRE_12G548550V5,CHLRE_06G259200V5,,,,CHLRE_08G363650V5,,CHLRE_07G320600V5,CHLRE_05G244700V5
CHLRE_07G345950V5,,,CHLRE_13G585050V5,CHLRE_12G548300V5,CHLRE_06G259401V5,,,,CHLRE_08G363837V5,,CHLRE_07G320650V5,CHLRE_05G245500V5
CHLRE_07G346050V5,,,CHLRE_13G585950V5,CHLRE_12G547650V5,CHLRE_06G259550V5,,,,CHLRE_08G364151V5,,CHLRE_07G320700V5,CHLRE_05G246250V5
CHLRE_07G346650V5,,,CHLRE_13G588750V5,CHLRE_12G547351V5,CHLRE_06G259750V5,,,,CHLRE_08G364800V5,,CHLRE_07G320850V5,CHLRE_05G246552V5
CHLRE_07G346750V5,,,CHLRE_13G590905V5,CHLRE_12G545700V5,CHLRE_06G260000V5,,,,CHLRE_08G364950V5,,CHLRE_07G321400V5,CHLRE_05G246950V5
CHLRE_07G346800V5,,,CHLRE_13G591073V5,CHLRE_12G545600V5,CHLRE_06G260200V5,,,,CHLRE_08G365100V5,,CHLRE_07G321600V5,CHLRE_05G247100V5
CHLRE_07G347500V5,,,CHLRE_13G591300V5,CHLRE_12G545300V5,CHLRE_06G260450V5,,,,CHLRE_08G365150V5,,CHLRE_07G321650V5,CHLRE_05G247500V5
CHLRE_07G348200V5,,,CHLRE_13G591550V5,CHLRE_12G545250V5,CHLRE_06G261026V5,,,,CHLRE_08G365200V5,,CHLRE_07G322400V5,CHLRE_05G247851V5
CHLRE_07G348800V5,,,CHLRE_13G591700V5,CHLRE_12G545100V5,CHLRE_06G261150V5,,,,CHLRE_08G365205V5,,CHLRE_07G322650V5,CHLRE_05G248000V5
CHLRE_07G349700V5,,,CHLRE_13G592350V5,CHLRE_12G544050V5,CHLRE_06G261200V5,,,,CHLRE_08G365300V5,,CHLRE_07G322700V5,CHLRE_05G248100V5
CHLRE_07G350600V5,,,CHLRE_13G592550V5,CHLRE_12G543400V5,CHLRE_06G261300V5,,,,CHLRE_08G365600V5,,CHLRE_07G322750V5,CHLRE_05G248150V5
CHLRE_07G351400V5,,,CHLRE_13G602350V5,CHLRE_12G543300V5,CHLRE_06G261900V5,,,,CHLRE_08G365825V5,,CHLRE_07G322800V5,CHLRE_05G248200V5
CHLRE_07G351600V5,,,CHLRE_13G602450V5,CHLRE_12G542900V5,CHLRE_06G262150V5,,,,CHLRE_08G366350V5,,CHLRE_07G322900V5,CHLRE_05G241635V5
CHLRE_07G352350V5,,,CHLRE_13G605150V5,CHLRE_12G542569V5,CHLRE_06G262650V5,,,,CHLRE_08G366874V5,,CHLRE_07G322950V5,CHLRE_05G241655V5
CHLRE_07G352550V5,,,CHLRE_13G605200V5,CHLRE_12G541904V5,CHLRE_06G262700V5,,,,CHLRE_08G368200V5,,CHLRE_07G323150V5,CHLRE_05G234600V5
CHLRE_07G352800V5,,,CHLRE_13G605550V5,CHLRE_12G541500V5,CHLRE_06G262900V5,,,,CHLRE_08G368450V5,,CHLRE_07G323750V5,CHLRE_05G234649V5
CHLRE_07G353950V5,,,CHLRE_13G606050V5,CHLRE_12G541450V5,CHLRE_06G263550V5,,,,CHLRE_08G368600V5,,CHLRE_07G323800V5,CHLRE_05G234653V5
CHLRE_07G354200V5,,,CHLRE_13G606101V5,CHLRE_12G541400V5,CHLRE_06G263700V5,,,,CHLRE_08G368900V5,,CHLRE_07G323850V5,CHLRE_05G234659V5
CHLRE_07G354350V5,,,CHLRE_13G607700V5,CHLRE_12G541211V5,CHLRE_06G263850V5,,,,CHLRE_08G369050V5,,CHLRE_07G324500V5,CHLRE_05G234661V5
CHLRE_07G354550V5,,,CHLRE_13G607750V5,CHLRE_12G540950V5,CHLRE_06G263900V5,,,,CHLRE_08G369100V5,,CHLRE_07G325650V5,CHLRE_05G235450V5
CHLRE_07G355200V5,,,CHLRE_14G608150V5,CHLRE_12G540500V5,CHLRE_06G264050V5,,,,CHLRE_08G369200V5,,CHLRE_07G325711V5,CHLRE_05G235650V5
CHLRE_07G355500V5,,,CHLRE_14G608200V5,CHLRE_12G540150V5,CHLRE_06G264100V5,,,,CHLRE_08G370650V5,,CHLRE_07G325715V5,CHLRE_05G235850V5
CHLRE_07G355800V5,,,CHLRE_14G609600V5,CHLRE_12G540051V5,CHLRE_06G264450V5,,,,CHLRE_08G370950V5,,CHLRE_07G325717V5,CHLRE_05G236400V5
CHLRE_07G356200V5,,,CHLRE_14G610250V5,CHLRE_12G558353V5,CHLRE_06G266150V5,,,,CHLRE_08G371150V5,,CHLRE_07G325719V5,CHLRE_05G236950V5
CHLRE_07G356960V5,,,CHLRE_14G612250V5,CHLRE_12G556653V5,CHLRE_06G267600V5,,,,CHLRE_08G371250V5,,CHLRE_07G325730V5,CHLRE_05G237000V5
CHLRE_07G357950V5,,,CHLRE_14G612750V5,CHLRE_12G546877V5,CHLRE_06G268600V5,,,,CHLRE_08G371350V5,,CHLRE_07G325732V5,CHLRE_05G237150V5
CHLRE_08G358523V5,,,CHLRE_14G613750V5,CHLRE_12G540927V5,CHLRE_06G269050V5,,,,CHLRE_08G373500V5,,CHLRE_07G325733V5,CHLRE_05G237650V5
CHLRE_08G358534V5,,,CHLRE_14G615200V5,CHLRE_13G562300V5,CHLRE_06G269200V5,,,,CHLRE_08G374250V5,,CHLRE_07G325752V5,CHLRE_05G237750V5
CHLRE_08G358539V5,,,CHLRE_14G615350V5,CHLRE_13G562950V5,CHLRE_06G269550V5,,,,CHLRE_08G374350V5,,CHLRE_07G325759V5,CHLRE_05G237950V5
CHLRE_08G358540V5,,,CHLRE_14G615450V5,CHLRE_13G565301V5,CHLRE_06G269601V5,,,,CHLRE_08G375900V5,,CHLRE_07G325762V5,CHLRE_05G238052V5
CHLRE_08G358553V5,,,CHLRE_14G615650V5,CHLRE_13G565400V5,CHLRE_06G270550V5,,,,CHLRE_08G375950V5,,CHLRE_07G326100V5,CHLRE_05G238100V5
CHLRE_08G358557V5,,,CHLRE_14G616650V5,CHLRE_13G565550V5,CHLRE_06G270600V5,,,,CHLRE_08G376150V5,,CHLRE_07G326250V5,CHLRE_05G238150V5
CHLRE_08G358562V5,,,CHLRE_14G617400V5,CHLRE_13G566900V5,CHLRE_06G270726V5,,,,CHLRE_08G376850V5,,CHLRE_07G326550V5,CHLRE_05G238290V5
CHLRE_08G359300V5,,,CHLRE_14G617450V5,CHLRE_13G567750V5,CHLRE_06G270800V5,,,,CHLRE_08G377150V5,,CHLRE_07G327150V5,CHLRE_05G238311V5
CHLRE_08G360564V5,,,CHLRE_14G619950V5,CHLRE_13G568050V5,CHLRE_06G271800V5,,,,CHLRE_08G377500V5,,CHLRE_07G327250V5,CHLRE_05G238343V5
CHLRE_08G360650V5,,,CHLRE_14G620702V5,CHLRE_13G568350V5,CHLRE_06G272150V5,,,,CHLRE_08G378500V5,,CHLRE_07G327687V5,CHLRE_05G238400V5
CHLRE_08G360850V5,,,CHLRE_14G621751V5,CHLRE_13G568450V5,CHLRE_06G272450V5,,,,CHLRE_08G378601V5,,CHLRE_07G327700V5,CHLRE_05G238650V5
CHLRE_08G361350V5,,,CHLRE_14G621800V5,CHLRE_13G568550V5,CHLRE_06G272650V5,,,,CHLRE_08G380500V5,,CHLRE_07G327800V5,CHLRE_05G238935V5
CHLRE_08G361400V5,,,CHLRE_14G622550V5,CHLRE_13G569250V5,CHLRE_06G273100V5,,,,CHLRE_08G380550V5,,CHLRE_07G327900V5,CHLRE_05G239000V5
CHLRE_08G361600V5,,,CHLRE_14G622650V5,CHLRE_13G569750V5,CHLRE_06G273250V5,,,,CHLRE_08G380650V5,,CHLRE_07G327950V5,CHLRE_05G239250V5
CHLRE_08G362500V5,,,CHLRE_14G622750V5,CHLRE_13G570450V5,CHLRE_06G274950V5,,,,CHLRE_08G381050V5,,CHLRE_07G328600V5,CHLRE_05G239650V5
CHLRE_08G362682V5,,,CHLRE_14G623550V5,CHLRE_13G571200V5,CHLRE_06G275000V5,,,,CHLRE_08G381100V5,,CHLRE_07G329300V5,CHLRE_05G240200V5
CHLRE_08G362800V5,,,CHLRE_14G623700V5,CHLRE_13G572450V5,CHLRE_06G275450V5,,,,CHLRE_08G381150V5,,CHLRE_07G330550V5,CHLRE_05G240225V5
CHLRE_08G363000V5,,,CHLRE_14G624400V5,CHLRE_13G573200V5,CHLRE_06G275500V5,,,,CHLRE_08G381600V5,,CHLRE_07G331250V5,CHLRE_36G759747V5
CHLRE_08G363150V5,,,CHLRE_14G624476V5,CHLRE_13G574500V5,CHLRE_06G275900V5,,,,CHLRE_08G382560V5,,CHLRE_07G331600V5,CHLRE_05G240700V5
CHLRE_08G364351V5,,,CHLRE_14G624500V5,CHLRE_13G575450V5,CHLRE_06G276001V5,,,,CHLRE_08G382575V5,,CHLRE_07G331800V5,CHLRE_05G240750V5
CHLRE_08G364950V5,,,CHLRE_14G625251V5,CHLRE_13G575600V5,CHLRE_06G276759V5,,,,CHLRE_08G383200V5,,CHLRE_07G332100V5,CHLRE_05G241500V5
CHLRE_08G365100V5,,,CHLRE_14G626800V5,CHLRE_13G575701V5,CHLRE_06G277100V5,,,,CHLRE_08G383900V5,,CHLRE_07G332800V5,CHLRE_05G230650V5
CHLRE_08G365150V5,,,CHLRE_14G627150V5,CHLRE_13G575950V5,CHLRE_06G277150V5,,,,CHLRE_08G384250V5,,CHLRE_07G333000V5,CHLRE_05G230800V5
CHLRE_08G365200V5,,,CHLRE_14G627251V5,CHLRE_13G576466V5,CHLRE_06G277650V5,,,,CHLRE_08G385150V5,,CHLRE_07G333150V5,CHLRE_05G230850V5
CHLRE_08G365205V5,,,CHLRE_14G627350V5,CHLRE_13G576600V5,CHLRE_06G277700V5,,,,CHLRE_08G385300V5,,CHLRE_07G333350V5,CHLRE_24G755497V5
CHLRE_08G365300V5,,,CHLRE_14G627500V5,CHLRE_13G576700V5,CHLRE_06G278093V5,,,,CHLRE_08G385675V5,,CHLRE_07G334600V5,CHLRE_24G755597V5
CHLRE_08G365351V5,,,CHLRE_14G628100V5,CHLRE_13G579050V5,CHLRE_06G278095V5,,,,CHLRE_09G386161V5,,CHLRE_07G334700V5,CHLRE_24G755847V5
CHLRE_08G365825V5,,,CHLRE_14G628702V5,CHLRE_13G580250V5,CHLRE_06G278102V5,,,,CHLRE_09G386250V5,,CHLRE_07G335100V5,CHLRE_24G755897V5
CHLRE_08G365851V5,,,CHLRE_14G628752V5,CHLRE_13G580300V5,CHLRE_06G278104V5,,,,CHLRE_09G386731V5,,CHLRE_07G335200V5,CHLRE_05G232500V5
CHLRE_08G366600V5,,,CHLRE_14G629050V5,CHLRE_13G580450V5,CHLRE_06G278108V5,,,,CHLRE_09G386735V5,,CHLRE_07G336250V5,CHLRE_05G232550V5
CHLRE_08G366874V5,,,CHLRE_14G629880V5,CHLRE_13G580600V5,CHLRE_06G278115V5,,,,CHLRE_09G386754V5,,CHLRE_07G336450V5,CHLRE_05G232751V5
CHLRE_08G368200V5,,,CHLRE_14G630763V5,CHLRE_13G580800V5,CHLRE_06G278118V5,,,,CHLRE_18G749697V5,,CHLRE_07G338100V5,CHLRE_05G233305V5
CHLRE_08G368300V5,,,CHLRE_14G631350V5,CHLRE_13G580950V5,CHLRE_06G278122V5,,,,CHLRE_18G749497V5,,CHLRE_07G339100V5,CHLRE_05G233304V5
CHLRE_08G368850V5,,,CHLRE_14G632250V5,CHLRE_13G582112V5,CHLRE_06G278127V5,,,,CHLRE_18G749447V5,,CHLRE_07G339150V5,CHLRE_05G233350V5
CHLRE_08G368950V5,,,CHLRE_14G632750V5,CHLRE_13G582900V5,CHLRE_06G278129V5,,,,CHLRE_09G404000V5,,CHLRE_07G339200V5,CHLRE_05G233550V5
CHLRE_08G369050V5,,,CHLRE_14G632767V5,CHLRE_13G583100V5,CHLRE_06G278137V5,,,,CHLRE_09G402800V5,,CHLRE_07G340050V5,CHLRE_05G234100V5
CHLRE_08G369100V5,,,CHLRE_14G632900V5,CHLRE_13G583650V5,CHLRE_06G278145V5,,,,CHLRE_09G402300V5,,CHLRE_07G340450V5,CHLRE_06G248850V5
CHLRE_08G369550V5,,,CHLRE_15G636400V5,CHLRE_13G584551V5,CHLRE_06G278147V5,,,,CHLRE_09G399912V5,,CHLRE_07G340750V5,CHLRE_06G248900V5
CHLRE_08G370200V5,,,CHLRE_15G636800V5,CHLRE_13G586800V5,CHLRE_06G278151V5,,,,CHLRE_09G399250V5,,CHLRE_07G342900V5,CHLRE_06G248950V5
CHLRE_08G370650V5,,,CHLRE_15G637761V5,CHLRE_13G588250V5,CHLRE_06G278165V5,,,,CHLRE_09G399050V5,,CHLRE_07G342700V5,CHLRE_06G249050V5
CHLRE_08G371150V5,,,CHLRE_15G639056V5,CHLRE_13G588600V5,CHLRE_06G278178V5,,,,CHLRE_09G399000V5,,CHLRE_07G342650V5,CHLRE_06G249150V5
CHLRE_08G371350V5,,,CHLRE_15G640400V5,CHLRE_13G588959V5,CHLRE_06G278180V5,,,,CHLRE_09G398300V5,,CHLRE_07G342552V5,CHLRE_06G249300V5
CHLRE_08G371400V5,,,CHLRE_15G640450V5,CHLRE_13G589250V5,CHLRE_06G278184V5,,,,CHLRE_09G398150V5,,CHLRE_07G342000V5,CHLRE_06G249350V5
CHLRE_08G371650V5,,,CHLRE_15G640250V5,CHLRE_13G589300V5,CHLRE_06G278187V5,,,,CHLRE_09G395850V5,,CHLRE_07G341900V5,CHLRE_06G249400V5
CHLRE_08G372250V5,,,CHLRE_15G640150V5,CHLRE_13G589350V5,CHLRE_06G278188V5,,,,CHLRE_09G394850V5,,CHLRE_07G341350V5,CHLRE_06G249450V5
CHLRE_08G372950V5,,,CHLRE_15G640101V5,CHLRE_13G589450V5,CHLRE_06G278194V5,,,,CHLRE_09G394250V5,,CHLRE_07G340900V5,CHLRE_06G249500V5
CHLRE_08G374900V5,,,CHLRE_15G640000V5,CHLRE_13G589600V5,CHLRE_06G278205V5,,,,CHLRE_09G390350V5,,CHLRE_07G343050V5,CHLRE_06G249650V5
CHLRE_08G375301V5,,,CHLRE_15G639600V5,CHLRE_13G590450V5,CHLRE_06G278213V5,,,,CHLRE_09G390250V5,,CHLRE_07G343800V5,CHLRE_06G249700V5
CHLRE_08G375600V5,,,CHLRE_15G639552V5,CHLRE_13G590550V5,CHLRE_06G278222V5,,,,CHLRE_09G390150V5,,CHLRE_07G345050V5,CHLRE_06G249750V5
CHLRE_08G375900V5,,,CHLRE_15G639500V5,CHLRE_13G590600V5,CHLRE_06G278231V5,,,,CHLRE_09G393358V5,,CHLRE_07G345550V5,CHLRE_06G249800V5
CHLRE_08G376400V5,,,CHLRE_15G639503V5,CHLRE_13G591073V5,CHLRE_06G278236V5,,,,CHLRE_09G393432V5,,CHLRE_07G345950V5,CHLRE_06G249900V5
CHLRE_08G377000V5,,,CHLRE_15G639134V5,CHLRE_13G592551V5,CHLRE_06G278238V5,,,,CHLRE_09G393617V5,,CHLRE_07G346100V5,CHLRE_06G249950V5
CHLRE_08G377150V5,,,CHLRE_15G639100V5,CHLRE_13G602450V5,CHLRE_06G278259V5,,,,CHLRE_09G394176V5,,CHLRE_07G346317V5,CHLRE_06G250100V5
CHLRE_08G377550V5,,,CHLRE_15G638950V5,CHLRE_13G602600V5,CHLRE_06G278260V5,,,,CHLRE_09G394288V5,,CHLRE_07G346500V5,CHLRE_06G250200V5
CHLRE_08G378250V5,,,CHLRE_15G638551V5,CHLRE_13G603700V5,CHLRE_06G278265V5,,,,CHLRE_09G394954V5,,CHLRE_07G346650V5,CHLRE_06G250250V5
CHLRE_08G379350V5,,,CHLRE_15G638500V5,CHLRE_13G605200V5,CHLRE_06G278200V5,,,,CHLRE_09G395251V5,,CHLRE_07G346800V5,CHLRE_06G250350V5
CHLRE_08G379600V5,,,CHLRE_15G638400V5,CHLRE_13G607150V5,CHLRE_06G278350V5,,,,CHLRE_09G396252V5,,CHLRE_07G348550V5,CHLRE_06G250450V5
CHLRE_08G380000V5,,,CHLRE_15G639504V5,CHLRE_14G610100V5,CHLRE_06G278550V5,,,,CHLRE_09G396698V5,,CHLRE_07G348750V5,CHLRE_06G250500V5
CHLRE_08G381800V5,,,CHLRE_15G641000V5,CHLRE_14G610200V5,CHLRE_06G278600V5,,,,CHLRE_09G397327V5,,CHLRE_07G350500V5,CHLRE_06G250650V5
CHLRE_08G382050V5,,,CHLRE_15G641250V5,CHLRE_14G612850V5,CHLRE_06G279650V5,,,,CHLRE_09G397734V5,,CHLRE_07G350600V5,CHLRE_06G250700V5
CHLRE_08G382560V5,,,CHLRE_15G641800V5,CHLRE_14G613750V5,CHLRE_06G279700V5,,,,CHLRE_09G397956V5,,CHLRE_07G350900V5,CHLRE_06G250800V5
CHLRE_08G382575V5,,,CHLRE_15G641950V5,CHLRE_14G614450V5,CHLRE_06G279750V5,,,,CHLRE_09G399067V5,,CHLRE_07G351150V5,CHLRE_06G250850V5
CHLRE_08G382650V5,,,CHLRE_19G750147V5,CHLRE_14G614708V5,CHLRE_06G280100V5,,,,CHLRE_09G399363V5,,CHLRE_07G351850V5,CHLRE_06G250902V5
CHLRE_08G382689V5,,,CHLRE_19G750197V5,CHLRE_14G615000V5,CHLRE_06G280200V5,,,,CHLRE_09G401738V5,,CHLRE_07G352150V5,CHLRE_06G250950V5
CHLRE_08G382800V5,,,CHLRE_19G750547V5,CHLRE_14G615618V5,CHLRE_06G281526V5,,,,CHLRE_09G403256V5,,CHLRE_07G352250V5,CHLRE_06G251000V5
CHLRE_08G383300V5,,,CHLRE_19G750597V5,CHLRE_14G616800V5,CHLRE_06G281700V5,,,,CHLRE_09G405450V5,,CHLRE_07G352550V5,CHLRE_06G251050V5
CHLRE_08G383900V5,,,CHLRE_19G750847V5,CHLRE_14G618000V5,CHLRE_06G281900V5,,,,CHLRE_09G405900V5,,CHLRE_07G352750V5,CHLRE_06G251100V5
CHLRE_08G384250V5,,,CHLRE_19G751247V5,CHLRE_14G619250V5,CHLRE_06G282550V5,,,,CHLRE_09G406200V5,,CHLRE_07G352800V5,CHLRE_06G251200V5
CHLRE_08G385750V5,,,CHLRE_19G751297V5,CHLRE_14G619800V5,CHLRE_06G282651V5,,,,CHLRE_09G407650V5,,CHLRE_07G354100V5,CHLRE_06G251250V5
CHLRE_09G386137V5,,,CHLRE_02G141506V5,CHLRE_14G620050V5,CHLRE_06G282950V5,,,,CHLRE_09G408000V5,,CHLRE_07G354200V5,CHLRE_06G251300V5
CHLRE_09G386550V5,,,CHLRE_02G141606V5,CHLRE_14G621850V5,CHLRE_06G283750V5,,,,CHLRE_09G408100V5,,CHLRE_07G354250V5,CHLRE_06G251400V5
CHLRE_09G386756V5,,,CHLRE_02G141626V5,CHLRE_14G622075V5,CHLRE_06G283950V5,,,,CHLRE_09G408676V5,,CHLRE_07G355800V5,CHLRE_06G251450V5
CHLRE_18G749697V5,,,CHLRE_02G141746V5,CHLRE_14G623300V5,CHLRE_06G284250V5,,,,CHLRE_09G408851V5,,CHLRE_07G355900V5,CHLRE_06G251500V5
CHLRE_18G749447V5,,,CHLRE_02G141766V5,CHLRE_14G623550V5,CHLRE_06G284450V5,,,,CHLRE_09G409951V5,,CHLRE_07G357350V5,CHLRE_06G251600V5
CHLRE_18G748947V5,,,CHLRE_02G141786V5,CHLRE_14G624201V5,CHLRE_06G284600V5,,,,CHLRE_09G410200V5,,CHLRE_08G358526V5,CHLRE_06G251650V5
CHLRE_18G748897V5,,,CHLRE_02G141826V5,CHLRE_14G625150V5,CHLRE_06G284650V5,,,,CHLRE_09G411050V5,,CHLRE_08G358531V5,CHLRE_06G251750V5
CHLRE_18G748597V5,,,CHLRE_02G142066V5,CHLRE_14G627000V5,CHLRE_06G285200V5,,,,CHLRE_09G411700V5,,CHLRE_08G358534V5,CHLRE_06G251800V5
CHLRE_18G748547V5,,,CHLRE_02G142086V5,CHLRE_14G627050V5,CHLRE_06G285250V5,,,,CHLRE_09G411751V5,,CHLRE_08G358570V5,CHLRE_06G251900V5
CHLRE_09G404950V5,,,CHLRE_02G142126V5,CHLRE_14G628100V5,CHLRE_06G285950V5,,,,CHLRE_09G413000V5,,CHLRE_08G358574V5,CHLRE_06G251951V5
CHLRE_09G404351V5,,,CHLRE_02G142166V5,CHLRE_14G628650V5,CHLRE_06G286200V5,,,,CHLRE_09G413150V5,,CHLRE_08G358575V5,CHLRE_06G252000V5
CHLRE_09G403750V5,,,CHLRE_02G142186V5,CHLRE_14G628702V5,CHLRE_06G287176V5,,,,CHLRE_09G415400V5,,CHLRE_08G359100V5,CHLRE_06G252100V5
