CC2931-L1,CC2931-L2,CC2931-L3,CC2931-L4,CC2931-L5,CC2931-L6,CC2931-L7,CC2931-L9,CC2931-L10,CC2931-L11,CC2931-L13,CC2931-L14,CC2931-L15
CHLRE_03G205650V5,CHLRE_12G527700V5,,CHLRE_07G323750V5,CHLRE_06G305650V5,CHLRE_03G149350V5,,,,CHLRE_04G217917V5,CHLRE_12G554929V5,CHLRE_03G156500V5,CHLRE_09G391245V5
CHLRE_03G204850V5,CHLRE_12G528100V5,,CHLRE_07G324200V5,CHLRE_06G305850V5,CHLRE_03G149750V5,,,,CHLRE_04G217919V5,CHLRE_12G553650V5,CHLRE_03G157350V5,CHLRE_09G391801V5
CHLRE_03G204500V5,CHLRE_12G528900V5,,CHLRE_07G325000V5,CHLRE_06G306150V5,CHLRE_03G149900V5,,,,CHLRE_04G217929V5,CHLRE_12G550650V5,CHLRE_03G157700V5,CHLRE_09G391838V5
CHLRE_03G204100V5,CHLRE_12G528950V5,,CHLRE_07G325101V5,CHLRE_06G310750V5,CHLRE_03G150000V5,,,,CHLRE_04G217931V5,CHLRE_12G547351V5,CHLRE_03G159000V5,CHLRE_09G392023V5
CHLRE_03G203950V5,CHLRE_12G532850V5,,CHLRE_07G325719V5,CHLRE_06G311000V5,CHLRE_03G150650V5,,,,CHLRE_04G217935V5,CHLRE_12G547300V5,CHLRE_03G159650V5,CHLRE_09G392393V5
CHLRE_03G203800V5,CHLRE_12G533100V5,,CHLRE_07G325728V5,CHLRE_06G311250V5,CHLRE_03G150750V5,,,,CHLRE_04G217954V5,CHLRE_12G545750V5,CHLRE_03G159900V5,CHLRE_09G392655V5
CHLRE_03G203700V5,CHLRE_12G533250V5,,CHLRE_07G329100V5,CHLRE_06G311700V5,CHLRE_03G150950V5,,,,CHLRE_04G216350V5,CHLRE_12G541904V5,CHLRE_03G160100V5,CHLRE_09G393062V5
CHLRE_03G202600V5,CHLRE_12G537400V5,,CHLRE_07G331114V5,CHLRE_07G312350V5,CHLRE_03G151150V5,,,,CHLRE_04G216100V5,CHLRE_12G541550V5,CHLRE_03G160500V5,CHLRE_02G147450V5
CHLRE_03G202150V5,CHLRE_12G538700V5,,CHLRE_07G331200V5,CHLRE_07G314050V5,CHLRE_03G151250V5,,,,CHLRE_04G215600V5,CHLRE_12G541500V5,CHLRE_03G161450V5,CHLRE_02G147150V5
CHLRE_03G201950V5,CHLRE_12G560800V5,,CHLRE_07G332550V5,CHLRE_07G314700V5,CHLRE_03G151500V5,,,,CHLRE_04G215000V5,CHLRE_12G557503V5,CHLRE_03G161500V5,CHLRE_02G147100V5
CHLRE_03G201850V5,CHLRE_12G560300V5,,CHLRE_07G333950V5,CHLRE_07G315350V5,CHLRE_03G152100V5,,,,CHLRE_04G214750V5,CHLRE_12G545602V5,CHLRE_03G162200V5,CHLRE_02G146100V5
CHLRE_03G201450V5,CHLRE_12G559000V5,,CHLRE_07G336550V5,CHLRE_07G316400V5,CHLRE_03G152500V5,,,,CHLRE_04G214150V5,CHLRE_13G563600V5,CHLRE_03G163150V5,CHLRE_02G145850V5
CHLRE_03G199400V5,CHLRE_12G558150V5,,CHLRE_07G337250V5,CHLRE_07G316450V5,CHLRE_03G152550V5,,,,CHLRE_04G214000V5,CHLRE_13G563650V5,CHLRE_03G163650V5,CHLRE_02G145700V5
CHLRE_03G199050V5,CHLRE_12G557900V5,,CHLRE_07G337850V5,CHLRE_07G317300V5,CHLRE_03G153250V5,,,,CHLRE_04G213950V5,CHLRE_13G567700V5,CHLRE_03G163950V5,CHLRE_02G145550V5
CHLRE_03G199000V5,CHLRE_12G556905V5,,CHLRE_07G338100V5,CHLRE_07G317500V5,CHLRE_03G154200V5,,,,CHLRE_04G212100V5,CHLRE_13G568550V5,CHLRE_03G164550V5,CHLRE_02G145500V5
CHLRE_03G198950V5,CHLRE_12G556911V5,,CHLRE_07G338400V5,CHLRE_07G320200V5,CHLRE_03G154400V5,,,,CHLRE_04G211800V5,CHLRE_13G569450V5,CHLRE_03G165215V5,CHLRE_02G145100V5
CHLRE_03G212753V5,CHLRE_12G554929V5,,CHLRE_07G338665V5,CHLRE_07G320800V5,CHLRE_03G154700V5,,,,CHLRE_04G218650V5,CHLRE_13G571251V5,CHLRE_03G165650V5,CHLRE_02G144350V5
CHLRE_03G212081V5,CHLRE_12G554450V5,,CHLRE_07G338750V5,CHLRE_07G322300V5,CHLRE_03G155001V5,,,,CHLRE_04G218900V5,CHLRE_13G571300V5,CHLRE_03G165900V5,CHLRE_02G144250V5
CHLRE_03G211409V5,CHLRE_12G553650V5,,CHLRE_07G338850V5,CHLRE_07G322400V5,CHLRE_03G155550V5,,,,CHLRE_04G219725V5,CHLRE_13G574400V5,CHLRE_03G166201V5,CHLRE_02G144005V5
CHLRE_03G210289V5,CHLRE_12G551700V5,,CHLRE_07G339550V5,CHLRE_07G323150V5,CHLRE_03G155750V5,,,,CHLRE_04G220150V5,CHLRE_13G578074V5,CHLRE_03G166850V5,CHLRE_02G143450V5
CHLRE_03G209729V5,CHLRE_12G551250V5,,CHLRE_07G339700V5,CHLRE_07G323750V5,CHLRE_03G155800V5,,,,CHLRE_04G220300V5,CHLRE_13G578550V5,CHLRE_03G168250V5,CHLRE_02G143400V5
CHLRE_03G208273V5,CHLRE_12G551200V5,,CHLRE_07G342150V5,CHLRE_07G325718V5,CHLRE_03G155850V5,,,,CHLRE_04G220387V5,CHLRE_13G579800V5,CHLRE_50G761497V5,CHLRE_02G143350V5
CHLRE_03G206929V5,CHLRE_12G551100V5,,CHLRE_07G342000V5,CHLRE_07G325719V5,CHLRE_03G155950V5,,,,CHLRE_04G220500V5,CHLRE_13G581150V5,CHLRE_03G168750V5,CHLRE_02G143250V5
CHLRE_03G206817V5,CHLRE_12G548000V5,,CHLRE_07G341925V5,CHLRE_07G325723V5,CHLRE_03G156450V5,,,,CHLRE_04G221450V5,CHLRE_13G582476V5,CHLRE_03G168800V5,CHLRE_02G143200V5
CHLRE_03G205697V5,CHLRE_12G545950V5,,CHLRE_07G343050V5,CHLRE_07G325724V5,CHLRE_03G156800V5,,,,CHLRE_04G221850V5,CHLRE_13G582900V5,CHLRE_03G169050V5,CHLRE_02G143150V5
CHLRE_03G205249V5,CHLRE_12G542500V5,,CHLRE_07G344172V5,CHLRE_07G325759V5,CHLRE_03G156900V5,,,,CHLRE_04G221900V5,CHLRE_13G583050V5,CHLRE_03G169800V5,CHLRE_02G142601V5
CHLRE_03G204913V5,CHLRE_12G541904V5,,CHLRE_07G344500V5,CHLRE_07G326550V5,CHLRE_03G157050V5,,,,CHLRE_04G222050V5,CHLRE_13G583300V5,CHLRE_03G169850V5,CHLRE_02G142353V5
CHLRE_03G204689V5,CHLRE_12G541500V5,,CHLRE_07G344702V5,CHLRE_07G327250V5,CHLRE_03G157700V5,,,,CHLRE_04G223100V5,CHLRE_13G586600V5,CHLRE_03G170750V5,CHLRE_02G142050V5
CHLRE_03G203345V5,CHLRE_12G540450V5,,CHLRE_07G345001V5,CHLRE_07G327800V5,CHLRE_03G158000V5,,,,CHLRE_04G223550V5,CHLRE_13G587150V5,CHLRE_03G171050V5,CHLRE_02G142000V5
CHLRE_03G202561V5,CHLRE_12G554528V5,,CHLRE_07G345600V5,CHLRE_07G327850V5,CHLRE_03G158050V5,,,,CHLRE_04G223800V5,CHLRE_13G589350V5,CHLRE_03G171100V5,CHLRE_02G141701V5
CHLRE_03G202113V5,CHLRE_12G550702V5,,CHLRE_07G348750V5,CHLRE_07G327900V5,CHLRE_03G158200V5,,,,CHLRE_04G224350V5,CHLRE_13G589450V5,CHLRE_03G171179V5,CHLRE_02G141250V5
CHLRE_03G201776V5,CHLRE_13G561800V5,,CHLRE_07G352600V5,CHLRE_07G328600V5,CHLRE_03G158450V5,,,,CHLRE_04G224550V5,CHLRE_13G590800V5,CHLRE_03G172550V5,CHLRE_02G141050V5
CHLRE_03G201664V5,CHLRE_13G562300V5,,CHLRE_07G353000V5,CHLRE_07G328850V5,CHLRE_03G158900V5,,,,CHLRE_04G225100V5,CHLRE_13G603300V5,CHLRE_03G173050V5,CHLRE_03G143927V5
CHLRE_04G216826V5,CHLRE_13G564750V5,,CHLRE_07G353600V5,CHLRE_07G329550V5,CHLRE_03G159700V5,,,,CHLRE_04G225150V5,CHLRE_13G605200V5,CHLRE_03G173800V5,CHLRE_03G143947V5
CHLRE_04G216950V5,CHLRE_13G568550V5,,CHLRE_07G354150V5,CHLRE_07G331250V5,CHLRE_03G160200V5,,,,CHLRE_04G225800V5,CHLRE_14G608050V5,CHLRE_03G174200V5,CHLRE_03G143967V5
CHLRE_04G217150V5,CHLRE_13G568750V5,,CHLRE_07G354200V5,CHLRE_07G331800V5,CHLRE_03G160300V5,,,,CHLRE_04G226050V5,CHLRE_14G609202V5,CHLRE_03G176500V5,CHLRE_03G144011V5
CHLRE_04G217917V5,CHLRE_13G573550V5,,CHLRE_07G354301V5,CHLRE_07G332400V5,CHLRE_03G160750V5,,,,CHLRE_04G226850V5,CHLRE_14G610250V5,CHLRE_03G177200V5,CHLRE_03G144727V5
CHLRE_04G217930V5,CHLRE_13G573700V5,,CHLRE_07G356900V5,CHLRE_07G333100V5,CHLRE_03G160800V5,,,,CHLRE_04G227568V5,CHLRE_14G613652V5,CHLRE_03G177250V5,CHLRE_03G145007V5
CHLRE_04G215900V5,CHLRE_13G575600V5,,CHLRE_07G357250V5,CHLRE_07G334650V5,CHLRE_03G160953V5,,,,CHLRE_04G227600V5,CHLRE_14G617400V5,CHLRE_03G177900V5,CHLRE_03G145387V5
CHLRE_04G215700V5,CHLRE_13G576600V5,,CHLRE_08G358531V5,CHLRE_07G334700V5,CHLRE_03G161000V5,,,,CHLRE_52G761647V5,CHLRE_14G617450V5,CHLRE_03G178350V5,CHLRE_03G145407V5
CHLRE_04G215702V5,CHLRE_13G577600V5,,CHLRE_08G358539V5,CHLRE_07G336350V5,CHLRE_03G161450V5,,,,CHLRE_04G228450V5,CHLRE_14G618050V5,CHLRE_03G179350V5,CHLRE_03G145427V5
CHLRE_04G214850V5,CHLRE_13G580850V5,,CHLRE_08G358575V5,CHLRE_07G336450V5,CHLRE_03G161550V5,,,,CHLRE_04G228650V5,CHLRE_14G619250V5,CHLRE_03G179941V5,CHLRE_03G145487V5
CHLRE_04G214600V5,CHLRE_13G580900V5,,CHLRE_08G358580V5,CHLRE_07G336950V5,CHLRE_03G161750V5,,,,CHLRE_04G228750V5,CHLRE_14G619825V5,CHLRE_03G180100V5,CHLRE_03G145587V5
CHLRE_04G214000V5,CHLRE_13G581350V5,,CHLRE_08G360050V5,CHLRE_07G337050V5,CHLRE_03G161900V5,,,,CHLRE_04G228850V5,CHLRE_14G622000V5,CHLRE_03G180600V5,CHLRE_03G145747V5
CHLRE_04G213950V5,CHLRE_13G581900V5,,CHLRE_08G360850V5,CHLRE_07G337700V5,CHLRE_03G162450V5,,,,CHLRE_04G229250V5,CHLRE_14G622951V5,CHLRE_03G181500V5,CHLRE_03G146007V5
CHLRE_04G213751V5,CHLRE_13G582900V5,,CHLRE_08G361950V5,CHLRE_07G337850V5,CHLRE_03G162500V5,,,,CHLRE_04G230438V5,CHLRE_14G623300V5,CHLRE_03G182000V5,CHLRE_03G146027V5
CHLRE_04G212300V5,CHLRE_13G583050V5,,CHLRE_08G362000V5,CHLRE_07G338000V5,CHLRE_03G162650V5,,,,CHLRE_04G231222V5,CHLRE_14G623600V5,CHLRE_03G182100V5,CHLRE_03G146287V5
CHLRE_04G218100V5,CHLRE_13G585150V5,,CHLRE_08G362100V5,CHLRE_07G338500V5,CHLRE_03G162800V5,,,,CHLRE_04G232402V5,CHLRE_14G623750V5,CHLRE_03G182900V5,CHLRE_03G146607V5
CHLRE_04G218150V5,CHLRE_13G585600V5,,CHLRE_08G363050V5,CHLRE_07G339200V5,CHLRE_03G163950V5,,,,CHLRE_05G241650V5,CHLRE_14G625625V5,CHLRE_03G183150V5,CHLRE_03G146627V5
CHLRE_04G218350V5,CHLRE_13G589100V5,,CHLRE_08G363450V5,CHLRE_07G342700V5,CHLRE_03G164250V5,,,,CHLRE_05G243150V5,CHLRE_14G626433V5,CHLRE_03G184151V5,CHLRE_03G148100V5
CHLRE_04G218900V5,CHLRE_13G589250V5,,CHLRE_08G364800V5,CHLRE_07G342352V5,CHLRE_03G164350V5,,,,CHLRE_05G243452V5,CHLRE_14G627500V5,CHLRE_03G184400V5,CHLRE_03G148150V5
CHLRE_04G219150V5,CHLRE_13G589350V5,,CHLRE_08G365205V5,CHLRE_07G341700V5,CHLRE_03G164700V5,,,,CHLRE_05G243450V5,CHLRE_14G628752V5,CHLRE_03G186050V5,CHLRE_03G148250V5
CHLRE_04G219600V5,CHLRE_13G589450V5,,CHLRE_08G365351V5,CHLRE_07G344260V5,CHLRE_03G164900V5,,,,CHLRE_05G243550V5,CHLRE_14G630301V5,CHLRE_03G186100V5,CHLRE_03G149201V5
CHLRE_04G219650V5,CHLRE_13G590450V5,,CHLRE_08G365825V5,CHLRE_07G344771V5,CHLRE_03G165186V5,,,,CHLRE_05G243600V5,CHLRE_14G632759V5,CHLRE_03G186750V5,CHLRE_03G149350V5
CHLRE_04G219725V5,CHLRE_13G591550V5,,CHLRE_08G366200V5,CHLRE_07G345001V5,CHLRE_03G165215V5,,,,CHLRE_05G243800V5,CHLRE_14G632767V5,CHLRE_03G187250V5,CHLRE_03G149400V5
CHLRE_04G219750V5,CHLRE_13G605200V5,,CHLRE_08G366300V5,CHLRE_07G345950V5,CHLRE_03G165250V5,,,,CHLRE_05G244400V5,CHLRE_15G635150V5,CHLRE_03G187400V5,CHLRE_03G149700V5
CHLRE_04G219851V5,CHLRE_13G606850V5,,CHLRE_08G367300V5,CHLRE_07G346650V5,CHLRE_03G165450V5,,,,CHLRE_05G244850V5,CHLRE_15G638304V5,CHLRE_03G187850V5,CHLRE_03G149750V5
CHLRE_04G219900V5,CHLRE_13G607000V5,,CHLRE_08G368200V5,CHLRE_07G346750V5,CHLRE_03G165950V5,,,,CHLRE_05G244901V5,CHLRE_19G750397V5,CHLRE_03G188100V5,CHLRE_03G149900V5
CHLRE_04G220424V5,CHLRE_13G607150V5,,CHLRE_08G368850V5,CHLRE_07G346800V5,CHLRE_03G166450V5,,,,CHLRE_05G246753V5,CHLRE_17G734300V5,CHLRE_03G188750V5,CHLRE_03G150300V5
CHLRE_04G220500V5,CHLRE_13G607200V5,,CHLRE_08G369550V5,CHLRE_07G349200V5,CHLRE_03G166650V5,,,,CHLRE_05G246900V5,CHLRE_17G734200V5,CHLRE_03G189300V5,CHLRE_03G150500V5
CHLRE_04G220950V5,CHLRE_14G608150V5,,CHLRE_08G372100V5,CHLRE_07G350900V5,CHLRE_03G168250V5,,,,CHLRE_05G247550V5,CHLRE_17G733850V5,CHLRE_03G189650V5,CHLRE_03G150550V5
CHLRE_04G222650V5,CHLRE_14G610250V5,,CHLRE_08G373450V5,CHLRE_07G351400V5,CHLRE_50G761497V5,,,,CHLRE_05G247851V5,CHLRE_16G695218V5,CHLRE_03G190100V5,CHLRE_03G150600V5
CHLRE_04G223450V5,CHLRE_14G610663V5,,CHLRE_08G373688V5,CHLRE_07G352250V5,CHLRE_03G168750V5,,,,CHLRE_05G241640V5,CHLRE_16G695100V5,CHLRE_03G191550V5,CHLRE_03G150650V5
CHLRE_04G223500V5,CHLRE_14G611552V5,,CHLRE_08G377150V5,CHLRE_07G352800V5,CHLRE_03G168850V5,,,,CHLRE_05G241655V5,CHLRE_16G695050V5,CHLRE_03G191700V5,CHLRE_03G150850V5
CHLRE_04G224867V5,CHLRE_14G612300V5,,CHLRE_08G377950V5,CHLRE_07G353000V5,CHLRE_03G168900V5,,,,CHLRE_05G234500V5,CHLRE_16G694950V5,CHLRE_03G192950V5,CHLRE_03G151450V5
CHLRE_04G225600V5,CHLRE_14G617400V5,,CHLRE_08G378650V5,CHLRE_07G353950V5,CHLRE_03G169100V5,,,,CHLRE_05G234600V5,CHLRE_16G692550V5,CHLRE_03G193250V5,CHLRE_03G151550V5
CHLRE_04G226100V5,CHLRE_14G617450V5,,CHLRE_08G380650V5,CHLRE_07G354000V5,CHLRE_03G169300V5,,,,CHLRE_05G234637V5,CHLRE_16G691750V5,CHLRE_03G193800V5,CHLRE_03G152250V5
CHLRE_04G226550V5,CHLRE_14G617850V5,,CHLRE_08G381516V5,CHLRE_07G354550V5,CHLRE_03G169650V5,,,,CHLRE_05G234638V5,CHLRE_16G690900V5,CHLRE_03G193950V5,CHLRE_03G152300V5
CHLRE_04G227050V5,CHLRE_14G619250V5,,CHLRE_08G381750V5,CHLRE_07G355150V5,CHLRE_03G169750V5,,,,CHLRE_05G234645V5,CHLRE_16G650400V5,CHLRE_03G194150V5,CHLRE_03G152650V5
CHLRE_04G228675V5,CHLRE_14G621050V5,,CHLRE_08G382545V5,CHLRE_07G355200V5,CHLRE_03G169800V5,,,,CHLRE_05G234658V5,CHLRE_16G651350V5,CHLRE_03G194250V5,CHLRE_03G152900V5
CHLRE_04G229250V5,CHLRE_14G621450V5,,CHLRE_08G383101V5,CHLRE_07G355250V5,CHLRE_03G169850V5,,,,CHLRE_05G234659V5,CHLRE_16G651700V5,CHLRE_03G194400V5,CHLRE_03G153000V5
CHLRE_04G231222V5,CHLRE_14G622600V5,,CHLRE_08G385650V5,CHLRE_07G355850V5,CHLRE_03G169950V5,,,,CHLRE_05G234664V5,CHLRE_16G653050V5,CHLRE_03G195200V5,CHLRE_03G153050V5
CHLRE_04G231908V5,CHLRE_14G628702V5,,CHLRE_08G385800V5,CHLRE_08G358200V5,CHLRE_03G170250V5,,,,CHLRE_05G235500V5,CHLRE_16G656400V5,CHLRE_03G195250V5,CHLRE_03G153400V5
CHLRE_04G232402V5,CHLRE_14G628752V5,,CHLRE_09G386350V5,CHLRE_08G358531V5,CHLRE_03G170428V5,,,,CHLRE_05G235850V5,CHLRE_16G656950V5,CHLRE_03G197150V5,CHLRE_03G153550V5
CHLRE_05G241600V5,CHLRE_14G629500V5,,CHLRE_09G386744V5,CHLRE_08G358539V5,CHLRE_03G170450V5,,,,CHLRE_05G237000V5,CHLRE_16G657150V5,CHLRE_03G197300V5,CHLRE_03G153800V5
CHLRE_05G242600V5,CHLRE_15G634855V5,,CHLRE_09G386754V5,CHLRE_08G358562V5,CHLRE_03G170601V5,,,,CHLRE_05G237950V5,CHLRE_16G657600V5,CHLRE_03G197450V5,CHLRE_03G153900V5
CHLRE_05G242750V5,CHLRE_15G635400V5,,CHLRE_09G395925V5,CHLRE_08G358751V5,CHLRE_03G170750V5,,,,CHLRE_05G238500V5,CHLRE_16G658350V5,CHLRE_03G197550V5,CHLRE_03G154200V5
CHLRE_05G242856V5,CHLRE_15G640250V5,,CHLRE_18G749497V5,CHLRE_08G361400V5,CHLRE_03G171100V5,,,,CHLRE_05G238800V5,CHLRE_16G659550V5,CHLRE_03G198050V5,CHLRE_03G154425V5
CHLRE_05G242900V5,CHLRE_15G640101V5,,CHLRE_18G749447V5,CHLRE_08G361600V5,CHLRE_03G171751V5,,,,CHLRE_05G239700V5,CHLRE_16G659900V5,CHLRE_03G208100V5,CHLRE_03G154900V5
CHLRE_05G242950V5,CHLRE_15G639500V5,,CHLRE_18G748397V5,CHLRE_08G361950V5,CHLRE_03G171800V5,,,,CHLRE_05G239800V5,CHLRE_16G661500V5,CHLRE_03G206600V5,CHLRE_03G154950V5
CHLRE_05G243353V5,CHLRE_19G751197V5,,CHLRE_09G403400V5,CHLRE_08G362000V5,CHLRE_03G171900V5,,,,CHLRE_05G240700V5,CHLRE_16G661650V5,CHLRE_03G206550V5,CHLRE_03G155100V5
CHLRE_05G244701V5,CHLRE_48G761197V5,,CHLRE_09G403250V5,CHLRE_08G362050V5,CHLRE_03G171950V5,,,,CHLRE_05G240800V5,CHLRE_16G662350V5,CHLRE_03G206250V5,CHLRE_03G156050V5
CHLRE_05G244950V5,CHLRE_15G643050V5,,CHLRE_09G402950V5,CHLRE_08G362100V5,CHLRE_03G172000V5,,,,CHLRE_05G241202V5,CHLRE_16G662450V5,CHLRE_03G205900V5,CHLRE_03G156800V5
CHLRE_05G245102V5,CHLRE_17G734628V5,,CHLRE_09G402600V5,CHLRE_08G362150V5,CHLRE_03G172600V5,,,,CHLRE_05G230650V5,CHLRE_16G663315V5,CHLRE_03G205650V5,CHLRE_03G157200V5
CHLRE_05G246250V5,CHLRE_17G733550V5,,CHLRE_09G402051V5,CHLRE_08G362850V5,CHLRE_03G173165V5,,,,CHLRE_24G755497V5,CHLRE_16G663750V5,CHLRE_03G204500V5,CHLRE_03G157600V5
CHLRE_05G246552V5,CHLRE_26G756597V5,,CHLRE_09G401900V5,CHLRE_08G365351V5,CHLRE_03G173400V5,,,,CHLRE_24G755897V5,CHLRE_16G672753V5,CHLRE_03G204350V5,CHLRE_03G157650V5
CHLRE_05G246753V5,CHLRE_16G691350V5,,CHLRE_09G400200V5,CHLRE_08G365720V5,CHLRE_03G173550V5,,,,CHLRE_05G233050V5,CHLRE_16G677382V5,CHLRE_03G203950V5,CHLRE_03G157800V5
CHLRE_05G246800V5,CHLRE_16G649600V5,,CHLRE_09G400150V5,CHLRE_08G366350V5,CHLRE_03G173850V5,,,,CHLRE_05G234150V5,CHLRE_16G689450V5,CHLRE_03G203500V5,CHLRE_03G157900V5
CHLRE_05G246900V5,CHLRE_16G650400V5,,CHLRE_09G399912V5,CHLRE_08G366579V5,CHLRE_03G173900V5,,,,CHLRE_06G248850V5,CHLRE_16G689950V5,CHLRE_03G202851V5,CHLRE_03G158150V5
CHLRE_05G246950V5,CHLRE_16G651801V5,,CHLRE_09G399350V5,CHLRE_08G366600V5,CHLRE_03G174350V5,,,,CHLRE_06G249300V5,CHLRE_16G669127V5,CHLRE_03G201950V5,CHLRE_03G159100V5
CHLRE_05G248000V5,CHLRE_16G653300V5,,CHLRE_09G399300V5,CHLRE_08G368200V5,CHLRE_03G174500V5,,,,CHLRE_06G249800V5,CHLRE_16G668800V5,CHLRE_03G201850V5,CHLRE_03G159254V5
CHLRE_05G248050V5,CHLRE_16G659950V5,,CHLRE_09G399250V5,CHLRE_08G369550V5,CHLRE_03G174525V5,,,,CHLRE_06G250950V5,CHLRE_16G670750V5,CHLRE_03G200550V5,CHLRE_03G159750V5
CHLRE_05G248500V5,CHLRE_16G661000V5,,CHLRE_09G399100V5,CHLRE_08G369850V5,CHLRE_03G174600V5,,,,CHLRE_06G251150V5,CHLRE_16G686700V5,CHLRE_03G199800V5,CHLRE_03G160100V5
CHLRE_05G234600V5,CHLRE_16G661588V5,,CHLRE_09G399000V5,CHLRE_08G369900V5,CHLRE_03G175550V5,,,,CHLRE_06G251450V5,CHLRE_16G686650V5,CHLRE_03G199300V5,CHLRE_03G160150V5
CHLRE_05G234647V5,CHLRE_16G662250V5,,CHLRE_09G396950V5,CHLRE_08G370200V5,CHLRE_03G175750V5,,,,CHLRE_06G251600V5,CHLRE_16G685550V5,CHLRE_03G199050V5,CHLRE_03G161450V5
CHLRE_05G234649V5,CHLRE_16G662350V5,,CHLRE_09G396500V5,CHLRE_08G371800V5,CHLRE_03G175926V5,,,,CHLRE_06G252150V5,CHLRE_16G685250V5,CHLRE_03G213089V5,CHLRE_03G161500V5
CHLRE_05G234659V5,CHLRE_16G663700V5,,CHLRE_09G393950V5,CHLRE_08G373100V5,CHLRE_03G176050V5,,,,CHLRE_06G252800V5,CHLRE_16G685000V5,CHLRE_03G210177V5,CHLRE_03G161550V5
CHLRE_05G234661V5,CHLRE_16G677382V5,,CHLRE_09G393750V5,CHLRE_08G373500V5,CHLRE_03G176450V5,,,,CHLRE_06G253300V5,CHLRE_16G681400V5,CHLRE_03G209281V5,CHLRE_03G162200V5
CHLRE_05G234750V5,CHLRE_16G684149V5,,CHLRE_09G391350V5,CHLRE_08G374900V5,CHLRE_03G176500V5,,,,CHLRE_06G252600V5,CHLRE_16G681351V5,CHLRE_03G207825V5,CHLRE_03G162500V5
CHLRE_05G235600V5,CHLRE_16G684505V5,,CHLRE_09G390850V5,CHLRE_08G376350V5,CHLRE_03G176750V5,,,,CHLRE_06G254100V5,CHLRE_16G680150V5,CHLRE_03G206817V5,CHLRE_03G162650V5
CHLRE_05G235850V5,CHLRE_16G689950V5,,CHLRE_09G393284V5,CHLRE_08G376400V5,CHLRE_03G177500V5,,,,CHLRE_06G254175V5,CHLRE_16G678851V5,CHLRE_03G206481V5,CHLRE_03G162701V5
CHLRE_05G235900V5,CHLRE_16G690350V5,,CHLRE_09G393839V5,CHLRE_08G377500V5,CHLRE_03G177950V5,,,,CHLRE_06G254400V5,CHLRE_16G678700V5,CHLRE_03G204017V5,CHLRE_03G162750V5
CHLRE_05G236039V5,CHLRE_16G668850V5,,CHLRE_09G393954V5,CHLRE_08G379350V5,CHLRE_03G178400V5,,,,CHLRE_06G254450V5,CHLRE_16G678250V5,CHLRE_03G200655V5,CHLRE_03G162950V5
CHLRE_05G237000V5,CHLRE_16G668451V5,,CHLRE_09G394510V5,CHLRE_08G381750V5,CHLRE_03G178450V5,,,,CHLRE_06G254550V5,CHLRE_16G678000V5,CHLRE_04G213985V5,CHLRE_03G163500V5
CHLRE_05G237050V5,CHLRE_16G668450V5,,CHLRE_09G394547V5,CHLRE_08G381950V5,CHLRE_03G178500V5,,,,CHLRE_06G255250V5,CHLRE_16G677900V5,CHLRE_04G216737V5,CHLRE_03G163950V5
CHLRE_05G237100V5,CHLRE_16G667100V5,,CHLRE_09G395028V5,CHLRE_08G382050V5,CHLRE_03G179150V5,,,,CHLRE_06G257300V5,CHLRE_16G677750V5,CHLRE_04G216826V5,CHLRE_03G164300V5
CHLRE_05G237950V5,CHLRE_16G686700V5,,CHLRE_09G395954V5,CHLRE_08G382800V5,CHLRE_03G179200V5,,,,CHLRE_06G258500V5,CHLRE_16G676600V5,CHLRE_04G217050V5,CHLRE_03G164550V5
CHLRE_05G238100V5,CHLRE_16G685900V5,,CHLRE_09G396661V5,CHLRE_08G385500V5,CHLRE_03G179350V5,,,,CHLRE_06G258650V5,CHLRE_16G674950V5,CHLRE_04G217550V5,CHLRE_03G165000V5
CHLRE_05G238311V5,CHLRE_16G684450V5,,CHLRE_09G396994V5,CHLRE_08G385675V5,CHLRE_03G179921V5,,,,CHLRE_06G258700V5,CHLRE_16G674700V5,CHLRE_04G217903V5,CHLRE_03G165186V5
CHLRE_05G238343V5,CHLRE_16G683500V5,,CHLRE_09G397031V5,CHLRE_08G386100V5,CHLRE_03G180100V5,,,,CHLRE_06G259150V5,CHLRE_16G674250V5,CHLRE_04G217912V5,CHLRE_03G165950V5
CHLRE_05G238500V5,CHLRE_16G680150V5,,CHLRE_09G397216V5,CHLRE_09G386700V5,CHLRE_03G180350V5,,,,CHLRE_06G259450V5,CHLRE_16G672250V5,CHLRE_04G217919V5,CHLRE_03G166400V5
CHLRE_05G238800V5,CHLRE_16G680050V5,,CHLRE_09G397771V5,CHLRE_09G392867V5,CHLRE_03G180450V5,,,,CHLRE_06G259750V5,CHLRE_16G672161V5,CHLRE_04G217935V5,CHLRE_03G166700V5
CHLRE_05G239450V5,CHLRE_16G677750V5,,CHLRE_09G399552V5,CHLRE_18G749947V5,CHLRE_03G181100V5,,,,CHLRE_06G259850V5,CHLRE_16G673393V5,CHLRE_04G217951V5,CHLRE_03G167101V5
CHLRE_05G239650V5,CHLRE_16G677600V5,,CHLRE_09G399626V5,CHLRE_18G749397V5,CHLRE_03G181250V5,,,,CHLRE_06G260000V5,CHLRE_16G675301V5,CHLRE_04G215800V5,CHLRE_03G168250V5
